File_Name,File_Description,Standard,Date_Start,Date_End,Missing_Value_Codes,File_Path
v3_CM_SSS_Sediment_Sample_Data_Summary.csv,"Mean iron (II); mean respiration; mean normalized respiration; specific surface area; grain size; mean adenosine triphosphate (ATP); X-Ray diffraction (XRD); mean gravimetric moisture; and percent carbon and nitrogen (CN) from sediment samples. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). For each sampling event (e.g. CM_005_Sediment); the iron (Fe) values of all biological and analytical replicates of 10 milliliter incubations ONLY (i.e. replicates -1; -2; and -3) are averaged. The other data types have values of all biological replicates averaged per sampling event. The grain size data; XRD data; and CN data is not averaged because there is only one rep per sampling event; therefore CM_005_Sediment is the same as CM_005_GRN; CM_005_XRD; and CM_005_SSA. The ""Mean_Missing_Reps"" column indicates if a mean does not include all replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This file was previously called ""CM_SSS_Sediment_Normalized_Respiration_Rates_Summary.csv"". Specific surface area was run on a subset of sampling events (i.e. Parent ID). Specific surface area data from additional sampling events (i.e. Parent_IDs) may be added in the future.",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,N/A; -9999,/v4_CM_SSS_Data_Package/Sample_Data
v3_CM_SSS_Sediment_Water_Mass_Volume.csv,Wet sediment mass; dry sediment mass; water mass; and wet sediment volume in incubation vial. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). Samples that were incubated with both 10 milliliters of sediment and 2.5 milliliters of sediment have three additional replicates (-4; -5; -6 in addition to -1; -2; -3).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,N/A; -9999,/v4_CM_SSS_Data_Package/Sample_Data
v3_CM_SSS_Water_NPOC_TN.csv,Dissolved organic carbon (DOC; reported as non-purgeable organic carbon; NPOC) and total nitrogen (TN) from water samples. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022).,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,N/A; -9999; NPOC_*|*_Raw_Not_Corrected|*_Final_Corrected; TN_*|*_Raw_Not_Corrected|*_Final_Corrected,/v4_CM_SSS_Data_Package/Sample_Data
v4_CM_SSS_Water_Sample_Data_Summary.csv,"Mean dissolved organic carbon (DOC; measured as non-purgeable organic carbon; NPOC); mean total nitrogen; and mean ion data from water samples. For each sampling event (e.g. CM_005_OCN) the values of each of the three biological replicates (e.g. CM_005_OCN-1; CM_005_OCN-2; CM_005_OCN-3) are averaged. Any replicate values that were an outlier (using distance-based outlier detection) or above/below the limit of detection are not included in the mean. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded with methods codes that are defined in v4_CM_SSS_Methods_Codes.csv. The file follows the Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Soil; Sediment; and Water Chemistry data (Boye et al. 2022). This file was previously called ""CM_SSS_Water_NPOC_TN_Summary.csv"".",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Soil; Sediment; and Water Chemistry (Boye et al. 2022), 2022-04-18, 2023-10-10,N/A; -9999,/v4_CM_SSS_Data_Package/Sample_Data
CM_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""CM"" at the beginning.",N/A,-9999,-9999,N/A,/v4_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
SSS_DO_INC.csv,Time series dissolved oxygen data used to calculate respiration rates for samples starting with SSS. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,N/A; -9999,/v4_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
SSS_Respiration_10-28-2022.R,"The R code used to calculate respiration rates from the time series dissolved oxygen data for sample names that have ""SSS"" at the beginning.",N/A, 2022-04-18, 2023-10-10,N/A,/v4_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
readme_respirationcode.txt,Brief description of the R code and input file used to calculate respiration rates from time series dissolved oxygen data.,N/A,-9999,-9999,N/A,/v4_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
v3_CM_DO_INC.csv,"Time series dissolved oxygen data used to calculate respiration rates for data and sample names that have ""CM"" at the beginning. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,N/A; -9999,/v4_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
v3_CM_SSS_Sediment_Incubations_DO_vs_Incubation_Time_Plots.pdf,Plots of time series dissolved oxygen data and incubation time.,N/A,-9999,-9999,N/A,/v4_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
CM_SSS_Installation_Methods.csv,Description of methods associated with installation/deployment of sensors. Required by Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Hydrologic Monitoring (Goldman et al. 2021).,ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,N/A,/v4_CM_SSS_Data_Package/Sensor_Data
v4_CM_SSS_Water_DO_Temp_Summary.csv,"Summary statistics (e.g. mean; standard deviation) for miniDOT data (dissolved oxygen and temperature). This data is used by the machine learning model. This file was previously called ""CM_SSS_miniDOT_DO_Temp_Summary.csv"".",ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,N/A; -9999,/v4_CM_SSS_Data_Package/Sensor_Data
*_DO_Temp.csv,Time series data (temperature; dissolved oxygen) collected using miniDOT sensor for each sampling event. The asterisk * refers to the version number and Parent_ID (e.g. CM_005).,ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,N/A; -9999,/v4_CM_SSS_Data_Package/Sensor_Data/CM_SSS_miniDOT_Data_and_Plots
v4_CM_SSS_miniDOT_Plots.pdf,Time series plots of data from miniDOT sensor for each sampling event.,N/A, 2022-04-18, 2023-10-10,N/A,/v4_CM_SSS_Data_Package/Sensor_Data/CM_SSS_miniDOT_Data_and_Plots
SSS_*_EnvContext_*,Field photos to show the environmental context of each SSS site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date; and the file extension (.jpg; .png; .jpeg). Samplers took photos looking upstream; downstream; and across stream at most sites.,N/A, 2022-04-18, 2023-10-10,N/A,/v2_SSS_FieldPhotos
SSS_*_EnvContext_*,Field videos to show the environmental context of each SSS site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate videos taken at the same site and date; and the file extension (.mp4; .mov). Each video should start by looking directly upstream with riparian vegetation in view and rotate towards the river downstream until looking directly down the shoreline with riparian vegetation in view. ,N/A, 2022-04-18, 2023-10-10,N/A,/v2_SSS_FieldVideos
CM_*,Field photos to show the environmental context of each CM site. The asterisk refers to the Parent_ID followed by an indicator of what the photo is of (i.e. across [across stream]; collection; data; down [downstream]; exposed [exposed shoreline sediment]; up [upstream]); and the file extension (.jpg; .png; .jpeg). ,N/A, 2022-04-18, 2023-10-10,N/A,/v3_CM_FieldPhotos
