,Unnamed: 0,target,predicted
82,82,-9.91,-36.40486022204799
83,83,-29.51,-26.464952834130177
84,84,-2.86,-2.6346367968542337
85,85,-48.59,-38.96566575017687
86,86,-3462.55,-3402.174453414941
87,87,-8.68,-38.4022176681679
88,88,-18.69,-71.75353441915928
89,89,-33.13,-53.92565613741672
90,90,-9.74,-52.030213950037776
91,91,-78.34,-63.12895084504699
92,92,-20.32,-85.987430170397
93,93,-0.37,-11.944674808102487
94,94,-170.32,-144.5096613978942
95,95,-56.1,-47.56503525099362
96,96,-29.33,-126.75942155722916
97,97,-35.52,-46.09986810923119
98,98,-4.03,-39.23481422304106
99,99,-469.44,-310.0392399498864
100,100,-2.95,-51.05567790949473
101,101,-6.87,-12.555996661305011
102,102,-3.47,-23.461465976978587
103,103,-6.74,9.30615707020801
104,104,-1.8,-9.469822733676754
105,105,-12.27,-34.07763257538781
106,106,-19.64,-62.55029992338251
107,107,-3.53,-61.109866708809705
108,108,-54.03,-96.89954805182197
109,109,-0.71,-6.816754190731486
110,110,-7.48,-32.89034069648331
111,111,-15.34,-25.171693128249107
112,112,-2.86,-2.6346367968542337
113,113,-31.64,-45.11826180676606
114,114,-3.76,-48.28259543028685
115,115,-3.14,-47.11629224733807
116,116,-57.78,-103.42057432130647
117,117,-3890.98,-3270.865489896356
118,118,-13.69,-78.7214040791364
119,119,-5.13,-54.60759262076581
120,120,-1.01,-10.068360845384746
121,121,-40.96,-61.25511411149303
122,122,-0.99,-15.829962370494563
123,123,-41.22,-73.12670893271783
124,124,-33.33,-39.5401200402726
125,125,-4.57,-1.4041738933122705
126,126,-669.87,-591.5142087970918
127,127,-1939.15,-1713.953906463326
128,128,-333.94,-290.7815967776788
129,129,-8.82,-56.8066683716062
130,130,-0.81,-6.816754190731486
131,131,-33.1,-36.67603100265053
132,132,-1.97,-15.219852230005284
133,133,-4.78,-41.35228479310676
134,134,-35.93,-53.92565613741672
135,135,-24.5,-26.464952834130177
136,136,-3.26,-48.28259543028685
137,137,-8.56,-64.03143336456696
138,138,-2718.25,-2212.3611115445865
139,139,-4.35,-28.589999926295413
140,140,-37.03,-87.69574675143105
141,141,-3827.24,-2825.4247606356025
142,142,-2.07,-89.47620235173385
143,143,-4.16,-59.61441424635223
144,144,-173.76,-172.9119185037523
145,145,-12.45,-61.95310558346014
146,146,-1.65,2.1394673631514256
147,147,-14.81,-32.800028052837895
148,148,-11.18,-71.86454249839286
149,149,-3.09,-49.73958577082841
150,150,-29.12,-510.6773426112925
151,151,-33.64,-1219.4217037985404
152,152,-17.87,-23.87102277105109
153,153,-31.86,-53.92565613741672
154,154,-13.78,-152.13971384549677
155,155,-0.74,-15.219852230005284
156,156,-22.66,-45.11826180676606
157,157,-1694.52,-971.3454469312526
158,158,-2196.81,-2015.8882986465303
159,159,-6.39,-52.54910463820107
160,160,-0.94,-12.859309535299818
161,161,-5.6,-31.497528920733345
162,162,-42.42,-84.56125645192401
163,163,-4.29,-62.76978615629595
164,164,-3.77,-23.370856937340275
165,165,-93.9,-91.7974729015016
166,166,-20.53,-25.441179239012747
167,167,-4.24,-30.503840378919364
168,168,-1575.97,-657.9874429636658
169,169,-105.08,-91.7974729015016
170,170,-10.77,-75.8402625054689
171,171,-46.77,-35.115247873250425
172,172,-1.78,-63.61038547505521
173,173,-1739.12,-1530.577777472918
174,174,-7.1,-23.597476077492296
175,175,-124.31,-108.20167871386208
176,176,-2.26,-51.52644479411865
177,177,-3.73,-41.35228479310676
178,178,-33.77,-42.94414187079916
179,179,-42.03,-63.389132219927205
180,180,-42.7,-109.9093639908689
181,181,-45.06,-65.81732427861775
182,182,-1622.5,-1602.1270536171946
183,183,-5.78,-56.41992970895115
184,184,-1.17,-95.9425634368788
185,185,-1138.3,-716.93137628042
186,186,-988.01,-762.7611031273182
187,187,-1.4,-15.829962370494563
188,188,-10.36,-59.40825631828672
189,189,-15.66,-73.06423549670636
190,190,-38.07,-89.80991919923147
191,191,-4.55,-32.89034069648331
192,192,-7.65,-10.26233377557988
193,193,-2328.29,-2491.832222582402
194,194,-5.14,-31.497528920733345
195,195,-3293.85,-3039.052744074495
196,196,-4.15,-56.41992970895115
197,197,-17.33,-26.464952834130177
198,198,-17.09,-39.03884406419631
199,199,-15.32,-12.52904630199896
200,200,-11.12,-971.3454469312526
201,201,-165.39,-194.44210168287788
202,202,-1671.03,-971.3454469312526
203,203,-18.67,-51.43470441942705
204,204,-1599.21,-2118.930583346342
205,205,-44.62,-109.71472241643556
206,206,-26.52,-63.389132219927205
207,207,-14.92,-61.16803464788371
208,208,-38.66,-65.81732427861775
209,209,-81.84,-87.69574675143105
210,210,-82.29,-91.7974729015016
211,211,-50.32,-39.36549822426039
212,212,-5.6,-44.73740506694341
213,213,-4.77,-54.60759262076581
214,214,-1.21,-9.345429570288074
215,215,-5.77,-79.19561003476039
216,216,-20.56,-42.89532716426086
217,217,-326.59,-310.0392399498864
218,218,-3.29,-89.47620235173385
219,219,-93.27,-108.20167871386208
220,220,-88.82,-71.33060022085455
221,221,-7.18,-58.368127310845374
222,222,-2.74,-4.777793175864087
223,223,-12.93,-45.44302149760678
224,224,-9.45,-39.5401200402726
225,225,-9.63,-32.800028052837895
226,226,-16.93,-60.32143615671245
227,227,-9.31,-53.2651637693624
228,228,-139.47,-103.42057432130647
229,229,-4.87,-31.497528920733345
230,230,-3048.94,-2676.518094348373
231,231,-5.02,-23.11647879790371
232,232,-7.06,-41.97675686869093
233,233,-8.79,-56.8066683716062
234,234,-22.73,-71.75353441915928
235,235,-7.5,-52.96212591531149
236,236,-4.31,-28.589999926295413
237,237,-49.64,-48.3808158901704
238,238,-21.29,-75.8402625054689
239,239,-12.07,-24.214729573494918
240,240,-1.31,-9.345429570288074
241,241,-8.94,-39.41269534621158
242,242,-11.46,-53.6706902227108
243,243,-6.65,-18.20459230542838
244,244,-3049.36,-2118.930583346342
245,245,-3.56,-23.370856937340275
246,246,-24.46,-39.03884406419631
247,247,-1.63,-89.47620235173385
248,248,-3.18,-122.04409490368757
249,249,-5.14,9.30615707020801
250,250,-2.98,-63.54012677189533
251,251,-50.95,-25.171693128249107
252,252,-3.99,-86.38045368540548
253,253,-42.8,-122.04409490368757
254,254,-1806.3,-1896.8115509894524
255,255,-1752.9,-797.5775253398854
256,256,-6.06,-44.38050788136833
257,257,-132.92,-86.97741054237781
258,258,-2675.86,-2352.204859821976
259,259,-60.88,-589.343845328656
260,260,-3.47,-30.503840378919364
261,261,-3664.98,-2852.5370524588734
262,262,-3023.27,-2776.481760582133
263,263,-7.46,-12.52904630199896
264,264,-347.97,-290.7815967776788
265,265,-1.45,-56.64969073505351
266,266,-2.02,-34.29104668743628
267,267,-3.16,-51.05567790949473
268,268,-4.97,-18.627677864089215
269,269,-35.0,-84.73551715638789
270,270,-7.34,-12.555996661305011
271,271,-9.01,-34.07801084062504
272,272,-1590.24,-1602.1270536171946
273,273,-29.63,-25.441179239012747
274,274,-1413.77,-601.1690919027071
275,275,-4.84,-13.004902966192596
276,276,-2.37,-49.17253295348172
277,277,-85.25,-79.66674993765687
278,278,-4.1,-26.81228003034005
279,279,-6.64,-55.15838670178944
280,280,-3685.4,-3352.8101392164226
281,281,-2.58,-44.53027319109015
282,282,-3.43,-72.29366230177207
283,283,-2610.28,-1470.061720557129
284,284,-2.07,-95.9425634368788
285,285,-56.28,-41.72289504148684
286,286,-14.33,-53.6706902227108
287,287,-22.3,-68.78417649597868
288,288,-22.8,-36.67603100265053
289,289,-58.67,-510.6773426112925
290,290,-7.22,-23.87102277105109
291,291,-4.86,-39.23481422304106
292,292,-10.1,-50.90416727056465
293,293,-7.29,-39.41269534621158
294,294,-2.7,-22.255977914377493
295,295,-1906.69,-1715.64288218825
296,296,-46.59,-41.72289504148684
297,297,-4.99,-26.963956990488832
298,298,-6.95,-27.34700700878465
299,299,-161.32,-191.31940032057568
300,300,-32.54,-41.72289504148684
301,301,-0.68,-10.068360845384746
302,302,-2727.43,-1219.4217037985404
303,303,-35.1,-745.5896709198153
304,304,-5.57,-62.76978615629595
305,305,-19.26,-39.36549822426039
306,306,-2086.43,-1470.061720557129
307,307,-1.15,-29.941299020144164
308,308,-39.92,-89.80991919923147
309,309,-1.94,-31.976904044357152
310,310,-3.43,-23.461465976978587
311,311,-2128.42,-1602.1270536171946
312,312,-51.65,-79.66674993765687
313,313,-2289.87,-2212.3611115445865
314,314,-77.62,-169.98132446510817
315,315,-56.24,-53.80705462993303
316,316,-47.16,-716.93137628042
317,317,-2.32,-50.87888478733082
318,318,-25.63,-39.03884406419631
319,319,-30.43,-45.11826180676606
320,320,-3.51,-1.4041738933122705
321,321,-6.41,-53.2651637693624
322,322,-24.54,-92.18673425449914
323,323,-12.94,-611.0967462256875
324,324,-26.77,-78.7214040791364
325,325,-1.22,-12.859309535299818
326,326,-2.43,-50.87888478733082
327,327,-9.4,-33.19541108924988
328,328,-9.38,-41.32559780973013
329,329,-17.66,-38.96566575017687
330,330,-3840.88,-3402.174453414941
331,331,-4.6,-71.86454249839286
332,332,-1185.05,-716.93137628042
333,333,-5.71,-56.41992970895115
334,334,-1.09,-15.829962370494563
335,335,-8.09,-23.597476077492296
336,336,-1011.81,-1715.64288218825
337,337,-9.84,-23.87102277105109
338,338,-1740.84,-1525.548173432032
339,339,-1482.57,-1785.8815292331278
340,340,-31.19,-39.36549822426039
341,341,-3.65,-90.77519527463228
342,342,-23.85,-77.21993468985582
343,343,-36.16,-71.86454249839286
344,344,-17.53,-759.8686541993613
345,345,-28.09,-42.94414187079916
346,346,-49.41,-42.89532716426086
347,347,-3019.19,-2491.832222582402
348,348,-8.93,-62.76978615629595
349,349,-2.66,-61.109866708809705
350,350,-17.58,-62.55029992338251
351,351,-18.6,-58.04892636744816
352,352,-8.33,-50.90416727056465
353,353,-2719.07,-2852.5370524588734
354,354,-22.89,-101.93754677554784
355,355,-436.09,-348.46560604403606
356,356,-6.63,-11.684468261931295
357,357,-7.45,-64.03143336456696
358,358,-2.28,-72.29366230177207
359,359,-1.72,-49.73958577082841
360,360,-3.65,-79.19561003476039
361,361,-5.28,-39.23481422304106
362,362,-2.85,-85.45941720706676
363,363,-7.86,-64.03143336456696
364,364,-1841.16,-1530.577777472918
365,365,-5.17,-18.627677864089215
366,366,-27.73,-93.3040225342747
367,367,-76.63,-99.92318504174769
368,368,-10.78,-51.43470441942705
369,369,-1531.16,-510.6773426112925
370,370,-1.55,-53.54905098233832
371,371,-4.01,-39.48738100245728
372,372,-34.83,-87.69574675143105
373,373,-1.39,-46.740037233
374,374,-2.2,-46.740037233
375,375,-31.41,-60.46210199502214
376,376,-21.45,-130.133557902799
377,377,-41.53,-84.26871020564096
378,378,-3555.34,-3352.8101392164226
379,379,-203.87,-348.46560604403606
380,380,-19.99,-140.38370827716676
381,381,-11.52,-21.565977388493742
382,382,-47.48,-657.9874429636658
383,383,-70.85,-75.8402625054689
384,384,-65.41,-66.6794232431243
385,385,-19.4,-126.75942155722916
386,386,-13.24,-52.030213950037776
387,387,-3601.52,-3264.15866452738
388,388,-1.29,-29.941299020144164
389,389,-18.39,-25.926837575008413
390,390,-2785.54,-1715.64288218825
391,391,-47.19,-47.11629224733807
392,392,-9.98,-36.286558307995456
393,393,-21.96,-49.73958577082841
394,394,-230.42,-191.31940032057568
395,395,-79.59,-101.93754677554784
396,396,-3800.03,-2825.4247606356025
397,397,-26.93,-589.343845328656
398,398,-3.46,-26.963956990488832
399,399,-0.77,-11.944674808102487
400,400,-0.52,-34.792206093481234
401,401,-49.18,-109.9093639908689
402,402,-5.14,-29.567005378356512
403,403,-13.12,-60.32143615671245
404,404,-3.78,-64.64832925033647
405,405,-6.86,-52.96212591531149
406,406,-5.97,-51.05567790949473
407,407,-240.66,-759.8686541993613
408,408,-73.45,-77.21993468985582
409,409,-6.68,-52.77710711300362
410,410,-9.42,-27.56555039137465
411,411,-9.11,-58.368127310845374
412,412,-5.64,-23.42583951268167
413,413,-3.66,-39.48738100245728
414,414,-45.43,-84.56125645192401
415,415,-2420.08,-759.8686541993613
416,416,-23.78,-745.5896709198153
417,417,-6.67,-36.40486022204799
418,418,-7.19,-19.918376431985077
419,419,-3.29,-64.64832925033647
420,420,-33.5,-101.93754677554784
421,421,-8.99,-56.64969073505351
422,422,-3976.99,-3270.865489896356
423,423,-2.71,-1470.061720557129
424,424,-4.12,-28.589999926295413
425,425,-16.54,-39.5401200402726
426,426,-8.66,-25.441179239012747
427,427,-4.93,-23.11647879790371
428,428,-31.44,-111.41545223322171
429,429,-41.12,-87.9296691624863
430,430,-42.76,-601.1690919027071
431,431,-1842.39,-1617.240044792882
432,432,-6.06,-43.725329289829176
433,433,-47.82,-84.26871020564096
434,434,-3.22,-44.73740506694341
435,435,-0.51,-34.792206093481234
436,436,-4.28,-61.25511411149303
437,437,-4007.87,-3711.202267806592
438,438,-35.25,-89.80991919923147
439,439,-10.57,-19.918376431985077
440,440,-43.06,-73.06423549670636
441,441,-82.62,-38.96566575017687
442,442,-694.32,-591.5142087970918
443,443,-2.46,-23.170895358312105
444,444,-3.35,-23.370856937340275
445,445,-75.22,-86.97741054237781
446,446,-1.84,-29.941299020144164
447,447,-19.2,-126.92271907568296
448,448,-127.36,-390.4419394618479
449,449,-3.3,-26.963956990488832
450,450,-10.88,-36.286558307995456
451,451,-11.67,-40.48586814239812
452,452,-15.8,-41.32559780973013
453,453,-7.37,-39.41269534621158
454,454,-7.91,-44.73740506694341
455,455,-5.0,-29.567005378356512
456,456,-4.3,-26.81228003034005
457,457,-16.41,-59.40825631828672
458,458,-1.78,-1.894338985325799
459,459,-35.81,-144.5096613978942
460,460,-25.26,-78.7214040791364
461,461,-2.11,-34.29104668743628
462,462,-67.87,-111.41545223322171
463,463,-15.64,-60.32143615671245
464,464,-1788.7,-1896.8115509894524
465,465,-8.97,-38.4022176681679
466,466,-79.25,-125.1338317423944
467,467,-54.98,-45.94997497459022
468,468,-35.91,-66.32229231869192
469,469,-4.36,-63.54012677189533
470,470,-39.93,-99.92318504174769
471,471,-14.63,-77.21993468985582
472,472,-57.26,-90.88296051407043
473,473,-54.1,-47.56503525099362
474,474,-2236.81,-2825.4247606356025
475,475,-83.28,-172.9119185037523
476,476,-29.64,-99.92318504174769
477,477,-45.05,-65.81732427861775
478,478,-3.7,-48.28259543028685
479,479,-64.33,-118.61036990011443
480,480,-3.07,-61.16803464788371
481,481,-8.88,-43.725329289829176
482,482,-209.54,-194.44210168287788
483,483,-8.08,-36.40486022204799
484,484,-3235.01,-2592.307066378314
485,485,-5.81,-67.5587983799995
486,486,-3105.59,-3264.15866452738
487,487,-6.33,-27.34700700878465
488,488,-91.7,-90.88296051407043
489,489,-1776.15,-1617.240044792882
490,490,-1.16,-46.740037233
491,491,-1.3,-86.38045368540548
492,492,-42.31,-84.26871020564096
493,493,-5.13,-64.64832925033647
494,494,-0.5,-31.33159595070789
495,495,-4.7,-59.61441424635223
496,496,-10.77,-50.90416727056465
497,497,-74.17,-92.18673425449914
498,498,-5.01,-53.6706902227108
499,499,-3.79,-53.47156913696422
500,500,-13.59,-152.13971384549677
501,501,-22.83,-84.73551715638789
502,502,-1.38,-33.19541108924988
503,503,-1388.85,-611.0967462256875
504,504,-3.94,-76.41876323927359
505,505,-8.47,-19.918376431985077
506,506,-1175.43,-1219.4217037985404
507,507,-3.19,-31.976904044357152
508,508,-13.61,-66.32229231869192
509,509,-16.21,-52.030213950037776
510,510,-33.18,-28.886176962928115
511,511,-12.66,-10.26233377557988
512,512,-24.29,-160.75163112970284
513,513,-5.38,-54.60759262076581
514,514,-59.89,-79.66674993765687
515,515,-1.54,-44.38050788136833
516,516,-1.55,-1.8943217476988448
0,0,-18.49,-101.18933588926602
1,1,-7.84,18.803460381718462
2,2,-1599.21,-2785.811631645156
3,3,-13.61,-50.4828416531392
4,4,-1694.52,-948.5031053216572
5,5,-4.87,16.670393002337317
6,6,-4.15,-6.4396718672897535
7,7,-6.06,-0.8017728776904656
8,8,-5.57,-110.6466894778262
9,9,-43.06,-116.5579894306924
10,10,-3685.4,-3626.5921843211927
11,11,-7.37,-4.692737488222123
12,12,-56.1,-14.832778990869196
13,13,-14.12,-38.822907588820286
14,14,-110.45,-131.56930865122058
15,15,-9.74,-30.13402323888213
16,16,-1.78,-0.3546189083246379
17,17,-6.16,-43.62832762520227
18,18,-6.06,-28.938280854422857
19,19,-33.64,-1163.995050065559
20,20,-82.29,-112.52731324782944
21,21,-5.6,-59.74326727969406
22,22,-14.81,-21.28849967052041
23,23,-7.12,-3.985932407162736
24,24,-2.07,-172.99293045679468
25,25,-4.03,-11.179772616749574
26,26,-128.32,-169.73094334922814
27,27,-83.28,-236.34543617263856
28,28,-51.65,-93.54836974413048
29,29,-23.78,-61.59077273603116
30,30,-22.83,-12.189079194758987
31,31,-9.31,14.16776803002795
32,32,-3.97,-56.88809814832708
33,33,-2.02,-32.08788869222034
34,34,-4001.81,-3621.3758234349934
35,35,-22.07,-15.239969183119172
36,36,-3.21,-59.18386674601909
37,37,-3.35,-46.54242527323552
38,38,-29.64,-35.05622087369965
39,39,-1.78,-33.399738833555205
40,40,-173.48,-342.885784179144
41,41,-10.77,-61.93725665008781
42,42,-19.2,-160.848014565507
43,43,-3564.45,-2785.811631645156
44,44,-53.44,-11.7142012026788
45,45,-23.85,-72.87066577530881
46,46,-11.29,-21.28849967052041
47,47,-70.85,-190.42056525159376
48,48,-38.69,-13.820245323990248
49,49,-7.5,-9.47696658042375
50,50,-2.98,-15.22015138658328
51,51,-22.89,-83.43077962336616
52,52,-5.14,16.670393002337317
53,53,-3.11,10.964937292975929
54,54,-4.84,3.690819414017091
55,55,-2965.18,-2765.428320084535
56,56,-2.66,-2.3441499319556227
57,57,-16.74,3.690819414017091
58,58,-1.65,24.180535601101127
59,59,-19.4,-278.3664193309462
60,60,-25.16,-10.481588625278125
61,61,-20.44,3.3848542555396435
62,62,-20.32,-59.18386674601909
63,63,-8.99,-4.418186366346622
64,64,-28.09,-13.820245323990248
65,65,-4.99,-35.98441244244139
66,66,-10.78,-32.624099418018865
67,67,-0.68,43.33707074271901
68,68,-2.56,-3.025749570284723
69,69,-114.34,-311.4976606819483
70,70,-3840.88,-3987.6184220818905
71,71,-16.93,-33.438773131885505
72,72,-8.65,-83.69145118061115
73,73,-15.34,-18.558003044381973
74,74,-1.78,-77.04786651924134
75,75,-2907.84,-2643.2474203491265
76,76,-1.27,-22.525369186534768
77,77,-1185.05,-1154.437858384288
78,78,-4.31,18.57870444161015
79,79,-61.3,-116.69949412138573
80,80,-0.61,18.828110227768803
81,81,-45.43,8.865285169022584
82,82,-38.66,-69.11314109868235
83,83,-5.64,10.964937292975929
84,84,-35.81,-148.71178992081346
85,85,-53.32,8.865285169022584
86,86,-1.25,-0.8017728776904656
87,87,-95.54,-124.26234983189464
88,88,-1.11,43.33707074271901
89,89,-0.26,4.261998625784895
90,90,-7.1,-19.389325656175156
91,91,-0.71,18.828110227768803
92,92,-57.78,-121.94811032836446
93,93,-31.19,-60.064079377784005
94,94,-2.85,-101.15186627941408
95,95,-6.41,-5.616680364230636
96,96,-11.12,-948.5031053216572
97,97,-1.21,27.830653063354845
98,98,-5.02,20.95577293261585
99,99,-3855.6,-3790.6567432907486
100,100,-26.32,-34.2477683403656
101,101,-1.54,-28.938280854422857
102,102,-3462.55,-3987.6184220818905
103,103,-16.99,-43.25643791370693
104,104,-79.59,-83.43077962336616
105,105,-22.3,-125.63936962487948
106,106,-7.22,-16.93849830321079
107,107,-7.29,-4.692737488222123
108,108,-132.3,-299.48530351319914
109,109,-25.26,-20.49185005880308
110,110,-3.77,-46.54242527323552
111,111,-20.56,-43.08164009735988
112,112,-16.39,-57.06651254770951
113,113,-8.0,-60.17135669105024
114,114,-52.27,-75.47426158654066
115,115,-1.72,-68.45952321293994
116,116,-333.94,-352.9997818620088
117,117,-7.91,-59.74326727969406
118,118,-1941.4,-2887.1488335988947
119,119,-54.61,-61.73468972891165
120,120,-31.44,-52.47598060566345
121,121,-16.54,-64.1388161381745
122,122,-54.98,-87.60876375246679
123,123,-15.66,-116.5579894306924
124,124,-0.81,18.828110227768803
125,125,-76.63,-35.05622087369965
126,126,-2.51,-172.99293045679468
127,127,-11.55,-95.65466291268676
128,128,-11.88,-99.64257701310368
129,129,-4.7,-106.1181456913927
130,130,-9.31,-5.616680364230636
131,131,-326.59,-299.48530351319914
132,132,-12.66,8.259693670858422
133,133,-54.1,-14.832778990869196
134,134,-3.14,-58.57913281492453
135,135,-0.94,45.17707361505479
136,136,-25.35,-44.707586927514654
137,137,-1.29,-32.08788869222034
138,138,-8.92,-152.34242936317574
139,139,-33.33,-64.1388161381745
140,140,-10.77,-139.9482667249223
141,141,-59.89,-93.54836974413048
142,142,-3.99,6.067267175457603
143,143,-6.87,-0.5399777556039571
144,144,-2.02,-28.938280854422857
145,145,-1752.9,-825.920668208463
146,146,-165.39,-169.73094334922814
147,147,-2260.74,-1470.246571307278
148,148,-6.63,-3.985932407162736
149,149,-35.0,-12.189079194758987
150,150,-2.54,-35.19840543263073
151,151,-2.8,-14.016379532273806
152,152,-88.82,-92.29313583666136
153,153,-0.87,-21.34821560604505
154,154,-4.12,18.57870444161015
155,155,-3664.98,-3347.731997399269
156,156,-14.63,-72.87066577530881
157,157,-18.67,-44.707586927514654
158,158,-47.58,-21.26088099877391
159,159,-13.78,-152.34242936317574
160,160,-3.41,34.00234239507078
161,161,-34.83,-92.10819391654624
162,162,-1.64,11.617554992916473
163,163,-7.19,-63.53145670412999
164,164,-65.41,-86.04192171021931
165,165,-2.15,17.552669528147945
166,166,-15.57,-125.63936962487948
167,167,-1.16,-3.025749570284723
168,168,-8.6,-82.58655018812738
169,169,-26.52,-10.481588625278125
170,170,-31.82,-76.05551652516115
171,171,-15.94,-18.558003044381973
172,172,-9.63,-21.28849967052041
173,173,-1739.12,-1895.30744107602
174,174,-36.16,-128.02616280517847
175,175,-42.76,-391.3386978193313
176,176,-14.69,-38.822907588820286
177,177,-35.1,-61.59077273603116
178,178,-8.94,-4.692737488222123
179,179,-3.51,-35.19840543263073
180,180,-7.34,-0.5399777556039571
181,181,-3235.01,-2613.383476413828
182,182,-3.7,-76.3302996089606
183,183,-1691.56,-2613.383476413828
184,184,-15.42,-15.239969183119172
185,185,-105.08,-112.52731324782944
186,186,-209.54,-169.73094334922814
187,187,-28.74,-49.842603506977625
188,188,-24.29,-116.69949412138573
189,189,-2.5,-109.5507772300166
190,190,-10.71,-131.56930865122058
191,191,-29.32,-60.701712885139415
192,192,-1.17,-172.99293045679468
193,193,-124.31,-124.26234983189464
194,194,-58.05,-50.4828416531392
195,195,-17.98,10.964937292975929
196,196,-9.12,-825.920668208463
197,197,-1138.3,-1154.437858384288
198,198,-5.69,-135.3064246627779
199,199,-4.79,-9.47696658042375
200,200,-0.86,-33.399738833555205
201,201,-1413.77,-391.3386978193313
202,202,-8.56,-34.57311992172539
203,203,-0.51,-25.37553147170652
204,204,-9.54,-6.39833744963515
205,205,-1388.85,-522.6188679123787
206,206,-5.63,8.253781374969076
207,207,-2128.42,-1931.2244864772529
208,208,-82.62,-40.80943337463938
209,209,-29.63,-32.47260853283851
210,210,-11.61,-121.06619967075817
211,211,-77.62,-193.26248137127885
212,212,-9.98,-95.65466291268676
213,213,-6.68,-49.19914178036605
214,214,-31.41,-142.30659178537843
215,215,-12.16,-4.120907005409698
216,216,-170.32,-148.71178992081346
217,217,-16.21,-30.13402323888213
218,218,-54.03,-92.6450874764534
219,219,-35.93,-53.823085448828834
220,220,-85.25,-93.54836974413048
221,221,-13.24,-30.13402323888213
222,222,-22.17,-86.04192171021931
223,223,-97.9,-504.39443982298246
224,224,-2420.08,-1070.9070025587623
225,225,-2.74,-0.8017728776904656
226,226,-8.68,-23.320249115396056
227,227,-15.64,-33.438773131885505
228,228,-3.66,34.00234239507078
229,229,-0.36,4.261998625784895
230,230,-2610.28,-2304.512496839604
231,231,-22.66,-36.3160577034709
232,232,-19.66,-76.05551652516115
233,233,-9.4,-4.120907005409698
234,234,-1788.7,-2203.083201666488
235,235,-3.79,-56.88809814832708
236,236,-167.81,-190.37802299353228
237,237,-1.4,-10.776192579272625
238,238,-45.06,-69.11314109868235
239,239,-4.84,108.17822160073052
240,240,-33.13,-53.823085448828834
241,241,-1.45,-4.418186366346622
242,242,-35.91,-50.4828416531392
243,243,-5.78,-6.4396718672897535
244,244,-58.67,-487.4781694485987
245,245,-37.2,-52.47598060566345
246,246,-2199.18,-3040.365768925903
247,247,-132.92,-138.2949445417838
248,248,-2.13,-77.04786651924134
249,249,-5.77,-43.25643791370693
250,250,-3293.85,-2887.1488335988947
251,251,-7.06,-32.624099418018865
252,252,-2.76,69.01210678929517
