Sample_Name,Predicted_Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_Nov2023,mean.error_Nov2023,predict.error_Nov2023,pca.dist_Nov2023,mean.error.scaled_Nov2023,pca.dist.scaled_Nov2023,combined.metric_Nov2023,Predicted_Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_Jul2022,mean.error_Jul2022,predict.error_Jul2022,pca.dist_Jul2022,mean.error.scaled_Jul2022,pca.dist.scaled_Jul2022,combined.metric_Jul2022,Observed_Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,Methods_Deviation,Site_ID,Observed_Sample_Date,Latitude,Longitude,Log_Observed_Normalized_Respiration_Rate,Log_Predicted_Normalized_Respiration_Rate_Nov2023,Log_Predicted_Normalized_Respiration_Rate_Jul2022,Raw_Error_Nov2023,Raw_Error_Jul2022,Log_mean.error_Nov2023,Log_mean.error_Jul2022
MP-100017,-100.91872987871317,75.16563979869377,934.6837658065908,0.2892339540951816,0.17711606428917837,0.0204188621479862,0.00361650850091456,-134.42559946729136,186.91166762417885,1352.2795337278571,0.1949160031914636,0.10104777328393774,0.0133351997605309,0.00134749224209811,-9999,N/A,MP-100017,-9999,43.3151044661,-70.7435056312,-9999,2.0039717760296694,2.128481981877862,-9999,-9999,1.8760193584636229,2.2716364122757797
MP-100018,-46.67533302029331,76.06484483904435,934.7559496692248,0.706834480580866,0.17848363490764474,0.0498999360762279,0.00890632197254422,-103.4378706312162,190.2559837534167,1352.7616809337792,0.5328733519569292,0.10287856323206115,0.0364565888847478,0.00375060148480473,-9999,N/A,MP-100018,-9999,43.2522405659,-71.1021736139,-9999,1.6690874252469283,2.014679571591679,-9999,-9999,1.8811839837083915,2.2793383246816297
MP-100022,-299.6131211097697,82.18448527446432,935.5488058374178,1.7894542857526805,0.1895740397179092,0.1263289453522564,0.0239486885037302,-208.98852056385607,181.5175115709063,1351.564242047385,2.0714950192491437,0.09892727687029498,0.1417215591964391,0.01402012792511598,-9999,N/A,MP-100022,-9999,43.2078545482,-71.527171193,-9999,2.4765608287229917,2.3201224316005655,-9999,-9999,1.9147898394908793,2.2589185291614116
MP-100023,-49.80572325883297,75.98559001553751,934.7496126267564,1.2605861503000475,0.17826756456918474,0.0889927840912029,0.01586452688416999,-109.02227495218844,190.1892297849545,1352.7672308336437,1.142459650936344,0.10269531648156556,0.0781615024632819,0.00802682023214138,-9999,N/A,MP-100023,-9999,43.2227657814,-71.3479227542,-9999,1.6972792511314672,2.03751524014695,-9999,-9999,1.8807312400426024,2.2791859196602804
MP-100024,-66.2328538205355,75.45833151228767,934.7068199719356,0.4726950277857432,0.17697928692514792,0.0333705447570632,0.00590589521540876,-156.35579722202448,183.44615763688384,1351.7807089320136,0.3480136669545165,0.09968592257273126,0.0238093932373256,0.00237346133075972,-9999,N/A,MP-100024,-9999,43.0229070829,-71.5018674879,-9999,1.821073468195146,2.1941139882643403,-9999,-9999,1.8777071981215676,2.2635086196919953
MP-100025,-73.79958078455228,75.25891345192288,934.691188906858,0.2994838627121895,0.17672007528465936,0.021142468308732,0.00373629859122261,-158.14098876458633,182.8243035561783,1351.6948201286662,0.1296491931662037,0.0994576208327436,0.0088699637862198,8.8218549504998e-4,-9999,N/A,MP-100025,-9999,42.8933420742,-71.514167281,-9999,1.8680538948383156,2.1990444498634134,-9999,-9999,1.8765579439168698,2.262033927714856
MP-100026,-89.76217490730087,74.80699757401759,934.6543100165449,0.8846153694153369,0.1751095556439696,0.0624506183535339,0.0109357000295784,-158.08038753691693,182.70608586249097,1351.6661031838544,0.5928356116437394,0.09961976067960548,0.0405589134652031,0.00404046925282831,-9999,N/A,MP-100026,-9999,42.7933420569,-71.4705561494,-9999,1.9530933668487647,2.1988779919256016,-9999,-9999,1.8739422244104658,2.2617530137590918
MP-100027,-51.920633734066755,75.92219502718017,934.7444683654032,0.6230226180994476,0.17808125998756463,0.0439831242975841,0.00783257019310342,-120.34154434059668,187.87067391326863,1352.409724869,0.4442554077860289,0.10164445856306484,0.0303937825038591,0.00308935956628827,-9999,N/A,MP-100027,-9999,42.4104253072,-71.7895840108,-9999,1.7153399847462514,2.080415580483672,-9999,-9999,1.8803687557207553,2.2738589932371363
MP-100028,-111.0977280328636,74.29808372386877,934.6137432538146,0.65956031762456,0.17366410709575514,0.0465625526089722,0.00808624412293624,-276.0180543933791,176.06737314814234,1350.7637419653313,0.7704754534855015,0.09646780228699348,0.0527121627500355,0.00508502649429022,-9999,N/A,MP-100028,-9999,42.6177864704,-71.4022227837,-9999,2.045705177636822,2.4409374902788947,-9999,-9999,1.870977612698909,2.2456788847888283
MP-100029,-289.90645400874183,74.8881806098697,934.697228115964,2.469765835634518,0.17790108198810217,0.1743564592662999,0.03101820275508918,-374.4631236318895,199.53932045420305,1354.4250976468484,2.71161861208622,0.1093558968728118,0.1855156850873042,0.02028723412669621,-9999,N/A,MP-100029,-9999,42.6395920302,-71.3729172203,-9999,2.4622578838930536,2.573409055702429,-9999,-9999,1.8744132796358783,2.3000284888630955
MP-100030,-82.77213768417995,74.98946787101593,934.6693595916468,0.227206165025587,0.17604232175414114,0.0160399264925285,0.00282370590051044,-241.56195119688195,174.86186191164418,1350.5899302752046,0.2032314822085902,0.09627394531700652,0.0139041041705447,0.00133860296459693,-9999,N/A,MP-100030,-9999,42.3273972203,-71.6311427616,-9999,1.917884171490439,2.3830285289285653,-9999,-9999,1.8750002718357872,2.242695098401269
MP-100031,-101.37457300823912,74.70253490778556,934.6466394969216,0.3528796805107843,0.17444543879454452,0.0249120182784763,0.00434578795984645,-155.71312980155545,183.40961008361396,1351.775852706575,0.5341964088277483,0.09974678678594494,0.0365471059658393,0.00364545638641788,-9999,N/A,MP-100031,-9999,42.4266753195,-71.4852783566,-9999,2.0059290379658847,2.1923252340193162,-9999,-9999,1.8733353391351395,2.2634220875877666
MP-100032,-66.24309721596548,75.48705968165359,934.709182645049,0.2128749677519667,0.17695264092078228,0.01502819623955359,0.00265927901286474,-146.58868575956748,184.12237474834396,1351.8729245800423,0.2625447988484242,0.10008211503209807,0.0179620312411859,0.00179767807689047,-9999,N/A,MP-100032,-9999,42.4594531053,-71.4427783441,-9999,1.8211406298208637,2.166100451193166,-9999,-9999,1.8778725093706592,2.265106567641938
MP-100033,-72.34058611510616,75.27897361414368,934.6927692612692,0.20740042946656484,0.17657845426402985,0.0146417138055558,0.00258541119156131,-184.588396326288,180.0345964121738,1351.3002472250648,0.6007574126963829,0.098274042183774,0.0411008843540502,0.00403915004280031,-9999,N/A,MP-100033,-9999,42.2604393318,-71.4646272019,-9999,1.8593820231638534,2.266204396744853,-9999,-9999,1.8766736891020845,2.255355969476434
MP-100034,-200.51590415913404,72.72396633612372,934.490421124469,2.126122954238932,0.17018693573259605,0.1500965253131646,0.02554446770715747,-398.79133245451294,191.08818080030815,1353.0213070245222,2.384558424871898,0.10399694143027569,0.1631398264671401,0.01696604297804847,-9999,N/A,MP-100034,-9999,42.6479253679,-71.2979171961,-9999,2.3021488249094277,2.6007457105521463,-9999,-9999,1.8616775571077124,2.2812338258726625
MP-100035,-78.44611929962723,75.05898143012944,934.674469621579,0.517199105171301,0.17608536467064445,0.0365123702872013,0.0064292940370114,-169.03213310179336,182.01654028451395,1351.5830736828689,0.6763002056973451,0.09930624839901932,0.0462691528319685,0.00459481598434362,-9999,N/A,MP-100035,-9999,42.5729253616,-71.0270868187,-9999,1.8945714640677056,2.2279692720826847,-9999,-9999,1.8754026666281471,2.2601108551713343
MP-100036,-96.5610166567277,74.55812388335323,934.6346368194966,0.7608660205682607,0.17486281412827942,0.0537143657136381,0.0093926451478023,-160.22117745285252,182.7317692251277,1351.6707489227938,0.7971771283145592,0.09972941354163044,0.0545389607653655,0.00543913857229987,-9999,N/A,MP-100036,-9999,42.4729253424,-71.0104170913,-9999,1.9848018296460708,2.204719919008258,-9999,-9999,1.8724949712697674,2.2618140591189686
MP-100037,-87.37278235056576,74.84946050746345,934.6581140923288,0.2755153541806688,0.17546794363117085,0.0194503790340513,0.00341291801195176,-165.8349856566864,181.25756158201497,1351.4486733414517,0.2563698412862629,0.0994608119977069,0.0175395708415473,0.00174449995799156,-9999,N/A,MP-100037,-9999,42.4645920047,-71.1354171316,-9999,1.9413761658623547,2.219676157546039,-9999,-9999,1.8741886744255505,2.258296133228376
MP-100038,-51.56743716227546,75.94091543085592,934.7459796520728,0.3444652969402431,0.17806743258291532,0.0243179934907412,0.00433024266646431,-133.0497556036788,187.25275686212433,1352.3289100913776,0.7416956407006687,0.10123577232412224,0.05074318869827719,0.0051370258980587,-9999,N/A,MP-100038,-9999,42.2562586274,-71.260559577,-9999,1.7123755480454712,2.124014081141664,-9999,-9999,1.8804758280444032,2.2724282203965736
MP-100039,-336.1415292927033,79.0826892438798,935.1830041362672,1.9866479642842416,0.18341000750337472,0.1402500997719939,0.02572327185153043,-525.4418481455401,218.4446452041972,1361.8011542116026,2.2006146025880637,0.12465495577553398,0.1505552896681731,0.01876746297535879,-9999,N/A,MP-100039,-9999,42.3645919834,-71.1895838111,-9999,2.526522171584231,2.7205246586573746,-9999,-9999,1.8980814292799677,2.3393414031917437
MP-100040,-139.7506949132389,74.14215180688464,934.6014851277014,0.5013002791509409,0.17428744252128953,0.0353899711627965,0.00616802756486596,-337.58571874718433,173.4814670883336,1350.4117890749433,0.7903856918227659,0.09557230695481708,0.0540743238920654,0.00516800788138664,-9999,N/A,MP-100040,-9999,42.1770919469,-71.2020838041,-9999,2.1453539761021796,2.528384065914277,-9999,-9999,1.8700651862834405,2.239253086209452
MP-100041,-102.42727017473524,74.41600591284649,934.6229830554878,0.8032487465278638,0.17443299244663604,0.05670643157095521,0.00989147254989209,-221.56425526679425,178.0777931971718,1351.0382450953498,1.120363321798514,0.09741719888202297,0.0766497796790939,0.00746700683126149,-9999,N/A,MP-100041,-9999,42.1602584265,-71.1564535604,-9999,2.0104155983360363,2.3454996974258164,-9999,-9999,1.871666356675027,2.250609765093568
MP-100042,-84.9989961078202,74.88841414082658,934.6609177443206,0.4865134115910312,0.17573195150973003,0.0343460722497147,0.0060357023031365,-217.65442728546927,176.17705905935924,1350.7633289247394,0.8396130364145092,0.09699001772966392,0.0574422180775755,0.00557132174977524,-9999,N/A,MP-100042,-9999,42.2193253114,-70.9971810022,-9999,1.9294137964506606,2.3377675055209557,-9999,-9999,1.874414633935675,2.245949355991028
MP-100043,-82.24490878627935,74.94884001682287,934.6659230176938,0.3094522056456452,0.17586759468684374,0.0218461969592594,0.00384203811227995,-150.11385219963796,183.53364251806084,1351.792470221306,0.7120429794342139,0.09978971511575584,0.0487144986218081,0.00486120593947708,-9999,N/A,MP-100043,-9999,42.0354548202,-70.9727784362,-9999,1.91510902328511,2.1764207699000817,-9999,-9999,1.8747649156607311,2.263715683960104
MP-100044,-83.22854158276077,75.07453510596348,934.676511603429,0.1742753412239599,0.17579174728186248,0.0123032034028559,0.00216280162335213,-169.76075764191705,181.496216026024,1351.5086472738024,0.5162944062031312,0.0988082678890956,0.0353223384905986,0.00349013908404833,-9999,N/A,MP-100044,-9999,41.9479252379,-71.1604171117,-9999,1.920272284539128,2.2298373048169826,-9999,-9999,1.8754926515398185,2.258867574958091
MP-100045,-335.52019174296964,85.65376440724191,935.9752784360812,0.4321682157183654,0.19820483888334944,0.030509499650897,0.0060471304627176,-1161.6054506477487,487.05411016220944,1531.051341856069,0.4822117265565759,0.19179742864977611,0.0329905682202296,0.00632750615433504,-9999,N/A,MP-100045,-9999,42.2403833181,-71.8228774785,-9999,2.5257186613118083,3.0650586412181795,-9999,-9999,1.9327464545796018,2.6875772126303237
MP-100046,-71.02784018388994,75.34897638255767,934.6979838109625,0.3120480806335332,0.17662322433763572,0.0220294562646784,0.00389091359587239,-249.1449760458848,176.52688184919316,1350.80727731382,0.1797474840215889,0.09746687563204869,0.0122974438559887,0.0011985934309037,-9999,N/A,MP-100046,-9999,42.2303806253,-71.7109029692,-9999,1.8514286088367786,2.396452134141842,-9999,-9999,1.877077356790977,2.2468108499493638
MP-100047,-62.1025323774734,75.58669442144017,934.7171119536882,0.4562924984370311,0.17727198742457947,0.0322125860149875,0.005710389142962,-137.64528878110747,185.64698463529055,1352.086157291562,0.855047159089582,0.10060590203412575,0.05849814527508969,0.00588525867272368,-9999,N/A,MP-100047,-9999,42.0225263081,-71.5686511415,-9999,1.7931093099211706,2.138761351280507,-9999,-9999,1.8784453530684369,2.268687899606404
MP-100048,-91.393933462271,74.72596999445913,934.6479135408516,0.8101951602283753,0.1751826185022724,0.05719682304044,0.01001988923023534,-162.05068021380757,181.61676242166317,1351.5175054540537,1.0422531153795658,0.099039473102695,0.0713058613302766,0.00706209493528438,-9999,N/A,MP-100048,-9999,42.0398117445,-71.514113889,-9999,1.9609173691331776,2.2096508583394296,-9999,-9999,1.8734715611888282,2.2591559294894354
MP-100049,-80.89140177772255,74.98133603479633,934.6682689533338,0.7185844478710901,0.1761106213791988,0.0507294409076816,0.00893399336047113,-349.25633757847527,199.56912967509612,1355.7762038545843,1.1219112153481634,0.10323314665486756,0.0767556789862551,0.00792373026538199,-9999,N/A,MP-100049,-9999,41.973221725,-71.4685430862,-9999,1.907902361427593,2.5431442955317833,-9999,-9999,1.87495317451405,2.3000933633610603
MP-100050,-75.77913809892155,75.16639378657368,934.6833285786612,0.8906034878477328,0.17630596990898592,0.062873357672572,0.01108494830589735,-207.05420033874023,177.246233361649,1350.910756321362,1.237932219873017,0.09696309500533692,0.0846932687501732,0.00821212146413554,-9999,N/A,MP-100050,-9999,41.3827403282,-71.8354173025,-9999,1.879549661363743,2.3160840451037146,-9999,-9999,1.8760237148575045,2.248577014813454
MP-100051,-64.18021138309203,75.54241708970063,934.7135952617468,0.5501045345427796,0.17725333492858922,0.0388353735748285,0.00688369947933591,-140.69676606040844,184.71761045435483,1351.9370069342992,0.6473138854753214,0.10038298333717632,0.0442860505512198,0.00444556587455241,-9999,N/A,MP-100051,-9999,41.8353842266,-72.3103969518,-9999,1.8074011431483799,2.148284115215411,-9999,-9999,1.8781908765985391,2.2665083018212013
MP-100052,-110.82609736769032,74.77365754792085,934.6526752499892,0.6503152287559896,0.17593905002918725,0.0459098830572808,0.00807734121204903,-217.15596322786843,182.64058297476817,1351.6367396548771,0.9544508139962528,0.10031241535978684,0.06529885724026,0.00655028609000433,-9999,N/A,MP-100052,-9999,41.6812584889,-72.1645840928,-9999,2.0446420402499466,2.3367717598386974,-9999,-9999,1.8737486246486745,2.2615972847191523
MP-100053,-66.4686247563806,75.48688242100974,934.7090806370634,0.3674878618264584,0.1769493308779403,0.0259433025944919,0.0045906500348592404,-175.47715183411032,179.86026318493373,1351.2557676192594,0.447027234435371,0.09835387211634296,0.03058341732842619,0.00300799751680072,-9999,N/A,MP-100053,-9999,42.0230114781,-71.9521896582,-9999,1.8226166932634769,2.2442205767656875,-9999,-9999,1.877871489548054,2.2549352245699397
MP-100054,-73.85284314871451,75.25927603245265,934.6906496013446,0.1894843957251716,0.17653151284843666,0.0133769071740226,0.00236144566066328,-197.57904489885345,178.1427872535966,1351.0271511095668,0.3281027684339618,0.09756117491066094,0.0224471869287833,0.0021899739302113,-9999,N/A,MP-100054,-9999,41.9770770293,-71.9019858951,-9999,1.8683672192150635,2.295740881712212,-9999,-9999,1.8765600362450312,2.25076824308122
MP-100056,-67.97704896781883,75.43544351651852,934.7050393315274,0.6610249277059487,0.17688681264000508,0.0466659487383996,0.00825459093115732,-203.67913834162215,177.51631968779137,1350.9358725314544,1.0572820051323222,0.09744467891759488,0.0723340644729152,0.00704856968736779,-9999,N/A,MP-100056,-9999,41.5950399657,-71.985417363,-9999,1.8323623069841593,2.3089465490439167,-9999,-9999,1.8775754480829898,2.249238285416762
MP-100058,-55.3851940637007,75.79210210142601,934.7337688737932,0.6149126972767148,0.17789853683689277,0.0434105934692846,0.00772268106140685,-121.62287191253644,188.3192092770616,1352.4842038020447,0.7102320114337307,0.1016568985903317,0.048590601047207,0.00493956980309912,-9999,N/A,MP-100058,-9999,41.573924256,-72.131527346,-9999,1.743393681771193,2.085015254306393,-9999,-9999,1.8796239524331748,2.274894621968509
MP-100059,-58.761873626945395,75.72162520512511,934.7281269659708,0.3034294899760012,0.17760484855790706,0.0214210152014686,0.00380447616081341,-115.81678530524,189.943593751807,1352.7365485039984,0.6523219426678163,0.1023896942375954,0.0446286773339396,0.00456951662645034,-9999,N/A,MP-100059,-9999,44.7561648743,-71.6274981483,-9999,1.7690956348525766,2.063771506171772,-9999,-9999,1.8792199266077034,2.278624650640636
MP-100060,-83.73751565712891,74.85220831282213,934.6573400817564,0.9224152537031372,0.17557439267685068,0.0651191523052166,0.0114332556176197,-141.60669552280018,188.19246548489377,1352.4722859634437,1.3827079838159282,0.10169653795892944,0.0945981185370108,0.00962030115264239,-9999,N/A,MP-100060,-9999,44.4100681497,-71.720644584,-9999,1.9229200720029669,2.1510837883810083,-9999,-9999,1.874204617557169,2.2746022319295123
MP-100061,-61.97052576394183,75.62383074560032,934.7202275420574,0.7890645998206501,0.1773465293719873,0.05570508255158631,0.00987910305890383,-136.15125374258815,186.22399947347816,1352.180945120858,0.650582781464816,0.10086289015225616,0.0445096924292728,0.00448937621820441,-9999,N/A,MP-100061,-9999,44.5144766393,-71.8350039595,-9999,1.7921851807617508,2.1340216448752547,-9999,-9999,1.87865867288817,2.2700356496166108
MP-100062,-82.31885245316201,74.98790095944118,934.6691166043378,1.2439175198281314,0.1759330887404735,0.0878160395804607,0.0154497470843461,-170.48650429234232,180.84084836861783,1351.4013018969963,0.936295704193934,0.09899215468459224,0.0640567734096651,0.0063411180219654,-9999,N/A,MP-100062,-9999,44.4351188877,-72.0395311954,-9999,1.9154993076152467,2.2316900059482134,-9999,-9999,1.8749911971193034,2.2572965357485932
MP-100063,-79.11311270239997,75.1181685089039,934.679367716808,0.3343297228205765,0.17609267095324704,0.0236024589284607,0.00415622003377693,-169.7735410106211,185.17045330520895,1352.0341258748235,0.7092333941749396,0.10028817560470298,0.0485222805377965,0.00486621099131515,-9999,N/A,MP-100063,-9999,44.365623701,-72.0392621934,-9999,1.898248472149071,2.2298700069417046,-9999,-9999,1.87574499065085,2.267571689742151
MP-100064,-66.91672725613162,75.45536180245203,934.7065608866212,1.03721473585614,0.176948704976003,0.0732235770020866,0.01295681712422983,-128.90127754954648,186.57385248758249,1352.2130735124251,0.8815716027147186,0.10135609658947616,0.0603128179981432,0.00611307180660324,-9999,N/A,MP-100064,-9999,44.268683095,-71.6274026293,-9999,1.8255346924613183,2.1102572216976148,-9999,-9999,1.8776901058542417,2.2708507791958583
MP-100065,-67.28275890769834,75.46464805558269,934.7072455267572,0.0509806395771142,0.1769652645465869,0.00359904719692309,6.369063393191e-4,-149.58206862789072,185.84341439278975,1352.1306698164324,0.4426330624321856,0.10049204962331557,0.0302827895683389,0.00304317959203389,-9999,N/A,MP-100065,-9999,44.1566503267,-71.9851717969,-9999,1.8279037912592921,2.1748795349541767,-9999,-9999,1.8777435509673328,2.2691471759049953
MP-100066,-65.91040692811096,75.49971171804093,934.710161443288,1.032862493538517,0.17709850113443548,0.072916324569722,0.01291337178952975,-128.7404932104905,189.86299946260328,1352.7751142253787,1.2908569882687084,0.10267904772447388,0.0883141225912153,0.00906801000828839,-9999,N/A,MP-100066,-9999,44.1562589587,-72.0395841984,-9999,1.8189539929645175,2.1097151685973947,-9999,-9999,1.8779452933576242,2.2784403375917064
MP-100067,-74.79001337288028,75.249815099696,934.6898783542836,0.7133324790466593,0.17641871919772517,0.050358671065783,0.00888421224992493,-187.50219964502077,179.81179876748433,1351.2695428724355,0.3534706043905816,0.0979402253772674,0.0241827302111972,0.00236846204712226,-9999,N/A,MP-100067,-9999,44.1522482693,-72.0643015915,-9999,1.8738436108777692,2.2730063669335574,-9999,-9999,1.8765054371392313,2.2548181855701346
MP-100069,-103.75131615786444,74.32400244930793,934.6152127456752,1.3769505401575342,0.17464351588844795,0.0972076855638448,0.01697669197824853,-161.29837685113787,184.6278958366356,1351.947137752671,1.7556297299940904,0.100236218738853,0.1201116007493817,0.01203953268578877,-9999,N/A,MP-100069,-9999,43.6465248655,-72.3147646132,-9999,2.0159936147477184,2.207629997096705,-9999,-9999,1.8711290889678827,2.266297320160268
MP-100070,-265.51326880113356,75.83257547329512,934.7633441547669,1.942496463330578,0.17928588681874705,0.1371331648518881,0.02458604107273215,-304.54334134239014,173.96495901632164,1350.4747081123812,1.530351613260733,0.09570454851624192,0.1046991736570581,0.01002018714487233,-9999,N/A,MP-100070,-9999,43.3855776379,-72.360281125,-9999,2.4240862294593772,2.483649108352723,-9999,-9999,1.8798558060175043,2.240461779096355
