File_Name,File_Description,Standard,Date_Start,Date_End,Missing_Value_Codes,File_Path
WHONDRS_S19S_Sediment_CN_Isotopes_Methods.txt,"Laboratory methods information for total organic carbon, total nitrogen, and stable isotope analyses.",N/A,-9999,-9999,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_Metadata
WHONDRS_S19S_Sediment_FlowCytometry_Methods.txt,Laboratory methods information for all flow cytometry samples (bacterial abundance).,N/A,-9999,-9999,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_Metadata
WHONDRS_S19S_Sediment_GrainSize_Methods.txt,Laboratory methods information for all grain size samples.,N/A,-9999,-9999,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_Metadata
v2_WHONDRS_S19S_Sediment_IGSN-Mapping.csv,File that maps between sample names and registered International Generic Sample Numbers (IGSNs). Includes metadata required by ESS-DIVE Reporting Format for Sample ID and Metadata (Damerow et al. 2020). Some fields are repeated from the field metadata. In compliance with the ESS-DIVE Location Metadata Reporting Format (Crystal-Ornelas et al. 2022) the Submission_Contact_Name; Submission_Contact_Email; Location_ID; Description; Latitude; and Longitude can all be found in the Dataset Metadata associated with this data package (and found on the ESS-DIVE landing page). The Location_ID; Latitude; and Longitude can also be found in v2_CM_SSS_IGSN-Mapping.csv as Locality; Latitude; and Longitude; respectively. There is no separate file associated with the ESS-DIVE Location Metadata Reporting Format. ,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021); ESS-DIVE Reporting Format for Sample ID and Metadata (Damerow et al. 2020); ESS-DIVE Location Metadata Reporting Format (Crystal-Ornelas et al. 2022), 2019-07-29, 2019-09-19,N/A; -9999,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_Metadata
WHONDRS_S19S_Sediment_LabTracker_FTICR_NPOC.csv,Laboratory methods information for each FTICR/NPOC vial; including  Sample_ID (with suffix and replicate indicators) and the appropriate methods code for each sample. It also contains additional laboratory processing and instrument information (i.e. dilutions; ion accumulation time). Methods codes are defined in the Methods_Codes file.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,NA; -9999,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_Metadata
WHONDRS_S19S_Sediment_Normalized_Respiration_Methods.txt,Laboratory methods information for normalized respiration.,N/A,-9999,-9999,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_Metadata
WHONDRS_S19S_Sediment_Water_Mass_Volume_Methods.txt,Laboratory methods information for wet sediment mass; dry sediment mass; water mass; and wet sediment volume.,N/A,-9999,-9999,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_Metadata
WHONDRS_S19S_Sediment_XRF_Methods.txt,Laboratory methods information for all XRF samples.,N/A,-9999,-9999,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_Metadata
S19S_*.msa,"File associated with each sample analyzed for XRF. ""Multivariate statistical analysis"" data. These files are generated to reduce the size of massive datasets by decomposing the XRF spectra to find energy features common to given spatial locations.",N/A, 2019-07-29, 2019-09-19,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_XRF_Data
S19S_*.spx,File associated with each sample analyzed for XRF. An extensive list of details and parameters of energy dispersive spectroscopy (EDS) analyses.,N/A, 2019-07-29, 2019-09-19,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_XRF_Data
S19S_*.txt,"File associated with each sample analyzed for XRF. XRF details, parameters, and energy counts throughout the analyzed spectra.",N/A, 2019-07-29, 2019-09-19,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_XRF_Data
S19S_Sediment_XRF_ElementalAbundance.csv,Sediment elemental abundance from XRF.,N/A, 2019-07-29, 2019-09-19,N/A,/v8_WHONDRS_S19S_Sediment/WHONDRS_S19S_Sediment_XRF_Data
