Method_Name,Method_ID,Method_Type,Method_Description,Method_Instrument,Method_Lab
Fe_Typical,Fe_T_ST_001,MethodID_Storage,Stored at 4 degC and brought to room temperature before analysis.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Fe_Typical,Fe_T_PRES_001,MethodID_Preservation,2 milliliters of sediment/water incubation slurry were subsampled immediately following incubation for oxygen partial pressure measurements and preserved with 40 microliters of 12 molar hydrochloric acid.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Fe_Typical,Fe_T_PREP_001,MethodID_Preparation,Samples were filtered with a 0.45 micrometer nylon disc filter.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Fe_Typical,Fe_T_AN_001,MethodID_Analysis,Three analytical replicates (a; b; c) were analyzed for each biological replicate (1; 2; 3) (i.e. each sample has the following reps:-1a; -1b; -1c; -2a; -2b; -2c; -3a; -3b; -3c). 20 microliters of filtered sample was used for analysis. Standard concentration range was 0 to 2 milligrams iron (II) per liter. Samples were diluted with 0.5 molar hydrochloric acid if they were above the highest standard concentration.,Agilent BioTek Synergy Neo2 Hybrid Multimode Reader,Pacific Northwest National Laboratory (PNNL) – Richland
Fe_Typical,Fe_T_DP_001,MethodID_DataProcessing,Manually checked data and calibration curves prior to uploading data. Raw absorbance data were processed through a data evaluation script that calculated milligrams iron (II) per liter based on the standard curve and flagged samples below limit of detection and outside of the standard curve. The coefficient of variation (CV) was calculated among analytical replicates; samples were flagged and reran with five more analytical replicates (d; e; f; g; h) if CV was greater than 10 percent and range was greater than 0.04. Samples were normalized to milligrams iron (II) per kilogram sediment in the incubation vial using the dry mass of sediment and mass of water in the incubation vial.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
GRN_Method,GRN_PREP_005,MethodID_Preparation,Sample spilled while sieving. Sample still analyzed.,N/A,Pacific Northwest National Laboratory (PNNL)
GRN_Typical,GRN_T_IN_001,MethodID_Inspection,Vials were intact.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
GRN_Typical,GRN_T_ST_001,MethodID_Storage,Samples were dried in an oven at 60 degC and stored at room temperature.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
GRN_Typical,GRN_T_PRES_001,MethodID_Preservation,No preservatives added.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
GRN_Typical,GRN_T_PREP_001,MethodID_Preparation,Samples were added to mixing cup with 100 milliliters of 50 grams per liter of sodium hexametaphosphate and 250 milliliters deionized water and left to soak overnight. If needed 5-20 milliliters of 30 percent hydrogen peroxide was added to samples with 25 milliliters of Milli-Q water before adding sodium hexametaphosphate to remove organic matter. Samples were mixed with blender for five minutes then added to sedimentation cylinder and brought to 1 liter volume with deionized water. Samples were hand shaken for 30 seconds and left to settle.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
GRN_Typical,GRN_T_AN_001,MethodID_Analysis,Temperature and hydrometer readings taken at 90 minutes and 24 hours. Sediments were then separated using 53 micrometer; 250 micrometer; and 500 micrometer sieves.,Gilson SA-2 ASTM 152H Soil Hydrometer,Pacific Northwest National Laboratory (PNNL) – Richland
GRN_Typical,GRN_T_DP_001,MethodID_DataProcessing,Fine sand was defined as sediment between 53 micrometers and 250 micrometers. Medium sand was defined as sediment between 250 micrometers and 500 micrometers. Coarse sand was defined as sediment between 500 micrometers and 2000 micrometers (2 millimeters). Percent fine; medium; and coarse sand were calculated by dividing the respective weight by the total dry weight. Percent clay was calculated from equations taken from Gee & Bauder 1986 in Methods of Soil Analysis; Part I; Physical and Mineralogical Methods using hydrometer readings at 1.5 hours (90 minutes) and 24 hours (1440 minutes). Negative clay values calculated by the script were considered below detection limit and reported as zero percent clay. When clay plus sand were greater than 100 percent; clay was adjusted so that the total percentage was 100 percent. Percent silt was calculated as percent sand minus percent clay.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
GRN_Vial_Inspection_Method,VI_GRN_001,MethodID_Inspection,Fewer than 10 grams of sediment available for analysis.,N/A,Pacific Northwest National Laboratory (PNNL)
GRN_Vial_Inspection_Method,VI_GRN_003,MethodID_Inspection,Sediment was not collected.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,Cl_CV_030,MethodID_DataProcessing,Chloride coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,NO3_CV_030,MethodID_DataProcessing,Nitrate coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,NH4_CV_030,MethodID_DataProcessing,Ammonium coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,Ca_CV_030,MethodID_DataProcessing,Calcium coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,F_CV_030,MethodID_DataProcessing,Fluoride coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,Mg_CV_030,MethodID_DataProcessing,Magnesium coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,PO4_CV_030,MethodID_DataProcessing,Phosphate coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,K_CV_030,MethodID_DataProcessing,Potassium coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
IC_Method_QA_QC,Na_CV_030,MethodID_DataProcessing,Sodium coefficient of variation (CV) was higher than the set threshold. Threshold value is listed after the underscore in the flag text.,N/A,Pacific Northwest National Laboratory (PNNL)
INC_Deviation,INC_001,MethodID_Analysis,Samples that started below 5 milligrams per liter oxygen at time zero following the typical incubation methods were re-incubated using 2.5 milliliters of material (rather than 10 milliliters) into a 40 milliliter glass vial with an oxygen sensor spot and a breathe-easy membrane added to the vial opening. Samples were kept in a temperature controlled chamber set at 21 degC overnight until analysis. The following day unfiltered water from the same sample site was added to the vial until there was no headspace. This was considered the start time for the incubation. 10 milliliter incubation results were removed from the dataset.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Method_QA_QC,INC_QA_000,MethodID_DataProcessing,Mass of 50 milliliter proteomic friendly falcon tube was not weighed for calculating dry weight. The average mass of all other 50 milliliter proteomic friendly falcon tubes was used instead.,N/A,Pacific Northwest National Laboratory (PNNL)
INC_Method_QA_QC,INC_QA_001,MethodID_DataProcessing,Mass of 40 milliliter glass vial with sediment and water added was not recorded. Calculated mass of water from mass of sediment and water after transfer to 50 milliliter proteomic friendly falcon tube minus the mass of dry sediment and mass of 50 milliliter proteomic friendly falcon tube.,N/A,Pacific Northwest National Laboratory (PNNL)
INC_Method_QA_QC,INC_QA_002,MethodID_DataProcessing,Mass of 40 milliliter vial with wet sediment and mass of 40 milliliter vial with wet sediment and water not recorded. Mass of wet sediment and mass of water in vial calculated as an average of all other incubations.,N/A,Pacific Northwest National Laboratory (PNNL)
INC_Typical,INC_T_IN_000,MethodID_Inspection,Vials were intact and filled to appropriate levels.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_ST_000,MethodID_Storage,Samples were kept in a temperature controlled chamber set at 21 degC overnight until analysis.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_PRES_000,MethodID_Preservation,No additional preservation performed.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_PREP_000,MethodID_Preparation,Upon arrival 10 milliliters (or 2.5 milliliters) of sample was subsampled into a 40 milliliter glass vial with an oxygen sensor spot and a breathe-easy membrane was added to the vial opening. They were then kept in an temperature controlled chamber set at 21 degC overnight until analysis. The following day unfiltered water from the same sample site was added to the vial until there was no headspace. This was considered the start time for the incubation.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_AN_000,MethodID_Analysis,Time series measurements of the incubation were taken on a Fibox 3 to measure dissolved oxygen in a nondestructive manner. A polymer optic cable connected to a Fibox 3 takes measurements through the vial wall using the oxygen sensor spots placed inside of the vial for contactless partial pressure measurements of oxygen. Measurements were taken at the following time intervals: 0 minutes; 5 minutes; 10 minutes; 15 minutes; 30 minutes; 1 hour; and 2 hour or until the sample was below 5 parts per million of dissolved oxygen.,Fibox 3,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_DP_000,MethodID_DataProcessing,Respiration rates were calculated as the slope of the linear regression between dissolved oxygen (DO) measurements and incubation time. Points were removed from the regression for the following two reasons: 1) DO at time zero (the beginning of the incubation) was removed from the regression if the concentration was above the 1 milligram per liter above the threshold of expected DO concentration for 100 percent saturation at the experimental temperature and pressure. 2) If the regression does not seem to have a linear relationship (R-squared value below 0.99) then points are removed from the end of the regression line (end of the time series) until the R-squared value stops increasing or the total number of points reaches four. Note that points are removed only if the R-squared value goes up after removing; if it goes down then the point is not removed.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_IN_001,MethodID_Inspection,Vials were intact and filled to appropriate levels.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_ST_001,MethodID_Storage,Samples were kept in a temperature controlled chamber set at 21 degC overnight until analysis.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_PRES_001,MethodID_Preservation,No additional preservation performed.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_PREP_001,MethodID_Preparation,Upon arrival 10 milliliters (or 2.5 milliliters) of sample was subsampled into a 40 milliliter glass vial with an oxygen sensor spot and a breathe-easy membrane was added to the vial opening. They were then kept in an temperature controlled chamber set at 21 degC overnight until analysis. The following day unfiltered water from the same sample site was added to the vial until there was no headspace. This was considered the start time for the incubation.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_AN_001,MethodID_Analysis,Time series measurements of the incubation were taken on a Fibox 3 to measure dissolved oxygen in a nondestructive manner. A polymer optic cable connected to a Fibox 3 takes measurements through the vial wall using the oxygen sensor spots placed inside of the vial for contactless partial pressure measurements of oxygen. Measurements were taken at the following time intervals: 0 minutes; 5 minutes; 10 minutes; 15 minutes; 30 minutes; 1 hour; and 2 hour or until the sample was below 5 parts per million of dissolved oxygen.,Fibox 3,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Typical,INC_T_DP_001,MethodID_DataProcessing,"Dissolved oxygen (DO) respiration rates as milligrams of DO per liter of water per hour were normalized to per liter sediment by multiplying the rate by the liters of water in the incubation and dividing it by the liters of sediment in the equation. Therefore the normalized rates units are milligrams of DO per liter of sediment per hour. Sediment and water volume can be found in the file ""CM_Sediment_Water_Mass_Volume.csv"".",N/A,Pacific Northwest National Laboratory (PNNL) – Richland
INC_Vial_Break_Method,VB_INC_001,MethodID_Inspection,Incubation vial broken. Not able to calculate dry weight or water weight.,N/A,Pacific Northwest National Laboratory (PNNL)
INC_Vial_Inspection_Method,VI_INC_001,MethodID_Inspection,Sediment was not collected.,N/A,Pacific Northwest National Laboratory (PNNL)
INC_Vial_Inspection_Method,VI_INC_002,MethodID_Inspection,Kit arrived to lab over holiday and was not incubated.,N/A,Pacific Northwest National Laboratory (PNNL)
ION_Method,ION_002,MethodID_Preparation,During defrosting the tube cracked and lost some sample; the sample was transferred to a new tube.,N/A,Pacific Northwest National Laboratory (PNNL)
Ions_Typical,ION_T_IN_005,MethodID_Inspection,Vials are not broken and are frozen as expected. No precipitate or suspended particles.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Ions_Typical,ION_T_ST_005,MethodID_Storage,Vials were placed on blue ice after collection in the field and then frozen at -20 degC.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Ions_Typical,ION_T_PRES_005,MethodID_Preservation,Samples were filtered in the field to 0.22 microns and kept on ice upon collection and later frozen at -20 degC.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Ions_Typical,ION_T_PREP_005,MethodID_Preparation,Samples were thawed morning of instrument run or overnight at 4 degC (refrigerator). Samples were diluted if needed (high metals or salts).,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Ions_Typical,ION_T_AN_005,MethodID_Analysis,Samples were run in order of ascending specific conductance (SpC) value. Conductivity detection was used for all ions (fluoride; chloride; bromide; sulfate; phosphate; lithium; sodium; ammonium; calcium; magnesium; potassium) except nitrate and nitrite which are detected via ultraviolet (UV) absorbance. Injection volume: 0.5 milliliters. Standard concentration ranges (milligrams per liter (mg/L)): (fluoride: 0-4) (chloride: 0-20) (bromide: 0-20) (sulfate: 0-20) (phosphate: 0-40) (nitrate: 0-20) (nitrite: 0-20) (lithium: 0-25) (sodium: 0-100) (ammonium: 0-1.25) (potassium: 0-250) (magnesium: 0-50) (chloride: 0-250). Eluent used for cations: methanesulfonic acid (MSA) at a concentration gradient of 0.5 to 11 to 0.5 millimolar (mM). Eluent used for anions: potassium hydroxide (KOH) at 30 millimolar (mM).,Dionex Ion Chromatography System (ICS) 6000 DP,Pacific Northwest National Laboratory (PNNL) – Richland
Ions_Typical,ION_T_DP_005,MethodID_DataProcessing,Manually checked peak identification. Checked peak shape and calibration curves prior to uploading data. Raw data was processed through a data evaluation script that flagged samples below limit of detection and outside of the standard curve. The coefficient of variation (CV) was calculated among replicates; samples were flagged if CV was outside a given threshold. The flags indicate the limits of detection and CV where applicable.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
MOI_Method_QA_QC,MOI_QAQC_001,MethodID_DataProcessing,Coefficient of variation between replicates was greater than 15 percent.,N/A,Pacific Northwest National Laboratory (PNNL)
MOI_Method_QA_QC,MOI_QAQC_002,MethodID_DataProcessing,Typo in data transcription. Data not useable.,N/A,Pacific Northwest National Laboratory (PNNL)
MOI_Vial_Inspection_Method,VI_MOI_001,MethodID_Inspection,Moisture tin spilled while weighing. Data not useable.,N/A,Pacific Northwest National Laboratory (PNNL)
MOI_Vial_Inspection_Method,VI_MOI_002,MethodID_Inspection,Moisture tin and wet sediment mass not recorded. Data not useable.,N/A,Pacific Northwest National Laboratory (PNNL)
MOI_Vial_Inspection_Method,VI_MOI_003,MethodID_Inspection,Sediment was not collected.,N/A,Pacific Northwest National Laboratory (PNNL)
MOI_Vial_Inspection_Method,VI_MOI_004,MethodID_Inspection,Moisture sample not collected.,N/A,Pacific Northwest National Laboratory (PNNL)
Moisture_Typical,MOIS_T_IN_002,MethodID_Inspection,Samples were intact.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Moisture_Typical,MOIS_T_ST_002,MethodID_Storage,Sediment was stored at 4 degC until analysis.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Moisture_Typical,MOIS_T_PRES_002,MethodID_Preservation,No preservatives added.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Moisture_Typical,MOIS_T_PREP_002,MethodID_Preparation,"For samples starting with ""CM"" tare weights for three drying tins (-1; -2; -3) were recorded before adding around 2 grams of homogenized sediment to each of the tared tins. Mass of the sediment was recorded. For samples starting with ""SSS"" tare weight of 50 milliliter tubes were estimated from average of five empty tubes. 10 milliliters of sediment was subsampled into 50 milliliter tube in the field. The mass of wet sediment and the 50 milliliter tube was recorded once back in the lab.",N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Moisture_Typical,MOIS_T_AN_002,MethodID_Analysis,Sediments were dried at 105 degC for at least two days or until mass was stable. After drying samples were placed in a desiccator until cool. Mass of dried sediment plus the weighing vessel was recorded.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
Moisture_Typical,MOIS_T_DP_002,MethodID_DataProcessing,Gravimetric moisture was calculated as mass of wet sediment minus mass of the dry sediment divided by the mass of the dry sediment. Outliers were removed from final data if the coefficient of variation was greater than 15 percent and if outliers could be confirmed using gravimetric moisture calculations from incubations. If coefficient of variation was greater than 15 percent but an outlier could not be confirmed all the data were kept.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
NPOC_Method_QA_QC,NPOC_CV_030,MethodID_DataProcessing,Non-purgeable organic carbon coefficient of variation (CV) was higher than the set threshold.,N/A,Pacific Northwest National Laboratory (PNNL)
NPOC_Method_QA_QC,NPOC_QAQC_001,MethodID_DataProcessing,Blanks and check standards were assessed as apart of standard QAQC protocols. The difference between the expected and measured values of the blanks and check standards were calculated. Samples were flagged if the deviation between expected and measured values was higher than a threshold set for the study AND if the magnitude of the sample concentration was lower than 2 times the median value of the blanks. The flag indicates that the nonpurgeable organic carbon (NPOC) sample did not pass QAQC and data should not be used.,N/A,Pacific Northwest National Laboratory (PNNL)
NPOC_RERUN,NPOCRERUN_001,MethodID_Analysis,Sample was rerun because it fell outside of the calibration curve. An additional dilution was made from the leftover sample from the first try.,N/A,Pacific Northwest National Laboratory (PNNL)
NPOC_RERUN,NPOCRERUN_004,MethodID_Analysis,Sample was rerun because one replicate had much higher carbon concentration than the other two replicates. Remaining sample had to be diluted with MilliQ water to obtain enough volume for analysis. This is the second time this sample has been run. Data is usable.,N/A,Pacific Northwest National Laboratory (PNNL)
NPOC_Typical,NPOC_T_IN_005,MethodID_Inspection,Vials were intact and filled to appropriate levels.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
NPOC_Typical,NPOC_T_ST_005,MethodID_Storage,Vials were placed on blue ice after collection and then stored at 4 degC (refrigerator) until they were transferred or shipped to Pacific Northwest National Laboratory (PNNL) – Sequim/Richland Campus. Vials were placed under blue ice while in transit. At PNNL they were stored at 4 degC.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
NPOC_Typical,NPOC_T_PRES_005,MethodID_Preservation,Samples were filtered in the field to 0.22 microns and kept at 4 degC until analysis for no longer than 14 days.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
