,Sample_ID,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error,predict.error
271,102417,-107.331383769,39.543450231,-88.719911995062,54.68683001909523,700.0384584223194
275,103438,-107.664749535,37.9567125117,-34.355521314189815,55.92638816523148,700.1363829897487
276,103445,-107.673035471,38.0230633522,-57.50917088815344,55.35842373591318,700.0912433185297
277,103443,-107.697871499,37.9980323731,-81.49211981023501,54.83256870069256,700.049858569428
299,102456,-108.648113093,33.1647748042,-101.92505903228044,54.43605795517348,700.0189128148317
301,101906,-108.688797062,47.6312570792,-139.3411838992748,53.8363741297796,699.9725345127489
305,410207,-1.08887625195,9.68960497987,-93.1130189358685,54.60117092156072,700.0317719637912
318,102445,-109.864594151,37.1479224398,-185.8281811585898,53.325872489224594,699.9334558152631
321,103325,-110.106135376,31.4397651895,-153.5298202831926,53.65265383038108,699.9584281625607
322,103326,-110.134686082,31.5492367015,-131.37812864028476,53.95009229453533,699.9812900009177
325,102459,-110.17263302,31.626794209,-94.42335848550258,54.57605097567116,700.0298131028841
340,102466,-110.9229274,33.6187552268,-157.01267722922364,53.6112812724279,699.9552581218541
348,102463,-111.039593956,31.6145882639,-115.94329726885834,54.19201793717341,699.9999776434731
368,102447,-111.411016453,35.8778676467,-152.71322023741388,53.66256729623085,699.9591881114086
375,110155,-111.522932882,58.3819217617,-103.46498259065103,54.40812785236964,700.0167414206319
377,102467,-111.573165691,33.5521596723,-115.3923115342046,54.20117500165574,700.0006866170347
379,102446,-111.581261144,36.8645889613,-133.99798318873226,53.9118411548902,699.9783428860281
448,102465,-112.16908913,33.2314138527,-163.26045818903015,53.54076371188997,699.9498605411765
450,103335,-112.256236704,33.3854441485,-236.3803073595163,53.07365391291506,699.9142852038582
460,102477,-112.727094404,33.3520884307,-1499.8530312533817,114.8812576445108,707.2912393425669
461,102478,-112.76876107,33.2270884114,-147.2283972962468,53.73124621410492,699.9644567493986
466,410004,11.2895247222,3.43535075239,-69.96299448123705,55.07730923198504,700.0690707958719
485,102448,-113.922928274,36.8937554797,-191.41691353343535,53.282352798108384,699.9301415230394
492,102454,-114.027094723,34.2645884822,-152.01577829841435,53.671098224949056,699.9598421891302
499,102449,-114.298051936,36.6725702364,-167.56528071615088,53.494948315415456,699.9463575075084
505,102450,-114.418786197,36.5229554071,-160.883251201438,53.56703405243525,699.9518705096334
506,102479,-114.419727233,32.7604671378,-155.1785685645884,53.63288480859477,699.9569131208377
509,102455,-114.46876137,32.8832158339,-121.8212729883087,54.09655796388797,699.9925938724639
514,102480,-114.54002434,32.7187927953,-282.62060694971564,53.12305564144618,699.9180330106119
522,102481,-114.718761406,32.7187549123,-189.80307773645933,53.294522838817045,699.9310680755477
523,102452,-114.739652747,36.01453092,-144.73476990413417,53.76367314454096,699.9669466787363
526,410001,11.4847156654,3.31858991073,-67.11493634605958,55.1400722228166,700.0740114141485
530,102451,-114.91028175,36.1188669246,-179.1805856978035,53.38266319048929,699.9377848223862
533,410002,11.5020282958,3.5104069246,-75.13018314613277,54.96576424912893,700.060303925491
534,103087,-115.043761746,36.1437553197,-269.55096644905865,53.08192105221618,699.9149121395783
542,102515,-115.397928224,33.1104215957,-1198.4398802459036,93.76014652572869,704.1691266800087
544,102516,-115.502094879,32.6645881998,-375.4837650337123,54.0239113862656,699.9869833748561
562,110068,-115.969147248,50.9479251026,-87.07777149405062,54.71941773015035,700.0410049200594
584,110052,-116.439598099,51.4229232259,-93.51366982956188,54.59346922540633,700.0311712879829
605,102899,-117.036291124,46.7310043947,-290.30152913164284,53.15719566002531,699.9206250305803
622,102513,-117.243762442,38.8895888029,-157.72963518507743,53.60294759303744,699.9546198743329
624,102517,-117.318762014,34.5729216677,-179.4650769259046,53.38012113543704,699.9375909502173
654,110060,-117.60209767,49.018756278,-85.86405969192002,54.74370169292761,700.0429035193516
656,103357,-117.614524166,33.947860708,-906.3315931151484,75.32826797120836,701.9526635381493
668,110059,-117.702098291,51.2145897347,-60.74539269287895,55.28371554730329,700.0853398675586
670,110061,-117.714597732,49.1729229417,-91.03145791671568,54.64148194130163,700.034917301631
673,102709,-117.772931012,48.92292292,-82.83651258367007,54.80500982123204,700.0477005135187
683,410003,11.79380547,3.29845975306,-264.08161729430003,53.07105709383399,699.914088294997
690,102569,-118.206262104,33.7979215286,-282.01535711527555,53.12067873929197,699.9178526102068
701,102527,-118.602119047,39.4774492935,-253.100655616565,53.06057073549227,699.9132932439104
703,102528,-118.722929451,39.5588113623,-201.5575283631791,53.213274017354856,699.9248862730957
711,102526,-118.993001503,39.4943576249,-230.56082063769196,53.08643127541809,699.9152542117649
720,102519,-119.096413596,39.1520886896,-211.61052374542516,53.15741576781728,699.9206417472429
726,102525,-119.25602611,39.2937629243,-162.79649762547032,53.54583674214114,699.950248607125
730,102524,-119.310723414,39.289804197,-152.36724909094144,53.66679175360814,699.9595119932903
732,102542,-119.322726153,39.7358830519,-198.2693439012569,53.23427450905098,699.9264831932458
744,102584,-119.560236008,37.731301737,-71.45514914661659,55.04478947041495,700.0665130832942
745,103422,-119.560252212,37.7353400994,-72.35591639342117,55.025279379829456,700.0649793151977
764,102757,-119.83116917,46.831255896,-120.4940744076104,54.11775530319882,699.9942323561079
768,102741,-119.896551189,46.9312558973,-240.41426638135908,53.067288118981466,699.9138025221841
771,410210,-11.9978107056,13.6684454691,-99.95341154550508,54.472220513497646,700.0217258774409
835,102589,-121.014499195,37.4147918659,-1509.7261036343486,115.59631690011216,707.4077341771371
843,102687,-121.164774392,48.7313824702,-65.62898462994598,55.173178474669264,700.0766197465514
871,102572,-121.672929591,36.631254939,-354.05882865196025,53.72266795608071,699.9637983103692
888,104194,-122.00259398,45.018739029,-220.68326687909172,53.11782768027405,699.9176362331723
920,104165,-122.331747331,44.1887429703,-50.49146973743571,55.52439567477352,700.1043867937185
938,103955,-122.469105897,40.630867227,-45.52715625375284,55.64506302231409,700.1139671021548
1019,102638,-123.326893764,47.5143843585,-54.7478779779649,55.42308311057408,700.0963591065458
1021,102931,-123.372931223,45.6437554577,-53.601570487990806,55.45017215562492,700.0985041298463
1027,500002,123.54467898,66.8054046416,-463.3526952721136,55.81781505852736,700.1277186133026
1030,102635,-123.6229317,47.5979222014,-52.66299254035327,55.47245978480473,700.100269738083
1050,102636,-124.31471178,47.5393028916,-50.06054267112649,55.53476351041929,700.1052091299694
1070,410007,12.5359715964,3.89785788066,-62.29047076004135,55.248456832043765,700.0825564710793
1133,110006,-129.972935417,55.9604216253,-89.00295902463404,54.681244254350005,700.0380220859176
1165,110005,-131.672070062,56.7356235315,-69.1407686828027,55.09533543436535,700.0704892218963
1167,110004,-131.764391158,56.8291644892,-79.24416379946632,54.87910868575327,700.0535054286227
1172,102951,-132.128270883,56.7064317341,-89.27437992301034,54.67589654956771,700.0376043872636
1189,110133,-133.627718273,64.7497033406,-596.6503993952731,60.08987131494085,700.4812535160424
1215,110124,-135.701730039,63.9142560554,-99.6258254755911,54.47827255540192,700.0221968433433
1224,110117,-136.592004025,62.8115633902,-126.7525512861432,54.01962679151661,699.9866527095032
1237,110098,-137.982474823,60.1194985125,-100.73117065450025,54.45790152506378,700.0206117903053
1238,110130,-138.264492792,65.3639127864,-502.2756459554376,56.883778848773005,700.2135090019872
1239,110132,-138.313230853,65.3641283344,-424.7615528420982,54.92202864234791,700.0568713490003
1246,300306,13.8946149708,56.5736382171,-39.91663921050314,55.78466338760235,700.1250763699499
1249,110127,-139.761918674,67.5365632521,-492.50037299385775,56.60120338770156,700.1906098468444
1259,110002,-141.143489842,64.7923429321,-121.0198873077138,54.10933236129066,699.9935812143883
1260,600679,141.156675097,-34.156294747,-168.93510419804545,53.4808450801348,699.9452797778162
1266,600686,141.210655642,-34.1022101175,-162.70834376455318,53.54680360362004,699.9503225721984
1281,600424,141.856778552,-37.1565216092,-246.2416006446867,53.06169559334239,699.913378520514
1283,601499,141.902417509,-34.1103309962,-180.462856210697,53.37128436603873,699.9369170772753
1289,601431,142.086129464,-34.1682090409,-200.8817489364017,53.21748025014263,699.9252060734307
1295,600852,142.243756954,-34.3062708634,-190.1930419906101,53.29155253996479,699.9308419157422
1296,601497,142.268654074,-33.7436911848,-219.41782995317416,53.122732077369065,699.9180084525071
1303,600854,142.410610963,-34.5600558404,-154.56198657332646,53.64023918872273,699.9574766748215
1306,600399,142.543992091,-37.1770079089,-61.41038152213988,55.26850800052304,700.0841391356927
1315,601430,142.760555636,-34.5980732725,-166.56080070227262,53.505436093012776,699.9471591372189
1316,601432,142.760645636,-34.5981932725,-172.9542777756876,53.44079253262866,699.94222061487
1319,601223,142.868865562,-35.4437016575,-134.10059537439065,53.91035966225953,699.9782287840629
1325,601050,142.99,-38.4480000001,-152.9919326370005,53.659174654744845,699.9589280217722
1331,600851,143.344228222,-34.8478570562,-405.17805984331375,54.53139627140831,700.0263331275969
1337,601419,143.493552014,-34.664438949,-223.0394117418797,53.10922962845629,699.9169837662806
1340,601538,143.53518,-34.6437600003,-185.9350424583128,53.32500412569054,699.9333896577336
1341,600862,143.564,-35.3279999999,-185.55309131994068,53.32811438408569,699.9336266222119
1344,601396,143.581393198,-35.0440655914,-1459.1414506219426,111.94569480929934,706.8203679005697
1346,601525,143.606192668,-34.6393944239,-264.9030198669071,53.07244938912423,699.9141938673063
1347,601400,143.62213,-34.99015,-1491.6950390459915,114.29132158459424,707.1956589815247
1351,601528,143.702536149,-34.5518764387,-395.24648493630366,54.35017151993663,700.0122392051488
1352,600118,143.709602488,-38.422796802,-48.09497079648703,55.58231148169404,700.1089824037456
1354,601533,143.785296531,-34.3772294432,-112.54866323306318,54.249002469441415,700.0043915302886
1379,601543,144.060708116,-35.0892593932,-1492.3083598848946,114.33564430989514,707.2028234195045
1405,601494,144.456583813,-29.2397662642,-164.70385971710823,53.525149413343165,699.9486663409542
1427,601890,144.690072557,-41.1314085691,-35.22814608392535,55.90392955660247,700.1345893702364
1431,102954,-144.741003728,60.6630252924,-89.09892456057858,54.67935251602992,700.0378743213342
1434,601987,144.752117789,-40.7771718168,-58.087001959390136,55.34499952199859,700.0901819514754
1445,601881,144.877054847,-40.9144751111,-62.71662371528808,55.238778668318105,700.0817927653363
1447,601883,144.910632908,-40.985268326,-51.80681044989541,55.4928751851238,700.1018876485563
1448,601880,144.914543625,-40.8561483413,-72.74013829323891,55.01698512205164,700.0643274333295
1450,601765,144.922642892,-40.8558880763,-41.91133011907458,55.73464102389671,700.1210924567425
1451,601882,144.931156143,-40.7852936044,-59.57966057198673,55.31049286271288,700.0874549036541
1452,601767,144.943592622,-40.9067785395,-49.19154530018187,55.55573283447651,700.106872801243
1453,601878,144.951647422,-41.0315939758,-43.86202381187729,55.68613855385294,700.1172329830189
1458,601766,144.968884101,-40.9227860758,-48.53880814534256,55.57153798274441,700.1081271678879
1460,601764,144.980630092,-40.9020862071,-42.75163606325184,55.713696910800905,700.1194254669902
1464,601879,144.990322077,-41.0522298155,-44.5237734096948,55.66977842819309,700.1159319162821
1467,601948,145.018421886,-41.0601908992,-50.24905866806948,55.53022543260871,700.1048491685772
1468,601950,145.018578891,-41.0437679648,-48.929818533832105,55.5620646041029,700.1073752759861
1474,601746,145.042512264,-40.9774658373,-68.40555080909746,55.11151826421104,700.0717629915852
1475,601949,145.048143888,-41.0685365679,-47.47094194707411,55.59749522592864,700.1101880191126
1483,601777,145.064181228,-40.877087967,-102.6330711338276,54.42318226433702,700.017911671221
1485,601743,145.064501723,-40.9558133616,-70.56746981413498,55.06410528160461,700.068032110611
1486,601748,145.066654543,-41.0058004897,-78.53061779855827,54.89400127928472,700.0546730571906
1488,601753,145.072799618,-40.9519609492,-85.29851836221339,54.75507453858857,700.0437929733298
1493,601744,145.097298477,-40.9060589804,-140.4377108055125,53.82131044478287,699.9713760938754
1494,601757,145.0975329,-40.9653211893,-77.12215998868963,54.923566811937874,700.0569920257245
1495,601742,145.101433186,-40.852401809,-119.07517181750592,54.14064765008344,699.9960025748221
1499,601778,145.106330668,-40.8810098374,-1081.3987371434962,86.05702881636101,703.1849017871899
1500,601763,145.109224055,-41.0137088193,-57.00903723592051,55.37007265729396,700.0921645318092
1502,601755,145.110416204,-40.9686532116,-76.7302636054674,54.93183319413521,700.0576406202764
1503,601747,145.11453992,-40.8816099244,-148.37742986976593,53.71655703896108,699.9633293201008
1504,601722,145.118382497,-40.8560462343,-198.67245352984057,53.23162771640752,699.926281891242
1506,601745,145.122833265,-41.0146207964,-43.87799471772202,55.68574315277538,700.1172015335981
1507,601835,145.131468406,-41.0050641686,-42.40892114743558,55.72222963563684,700.1201045308773
1510,601754,145.138699493,-40.9813081187,-76.56331723806977,54.93535991617761,700.0579173624707
1511,601756,145.143416314,-40.9818375727,-74.76143424919135,54.973624866220135,700.0609211516465
1514,601731,145.159967086,-40.8476977486,-63.67989120064658,55.21697676698922,700.0800728602737
1517,601889,145.184760002,-40.9016127501,-80.41781332782405,54.854738754548194,700.0515954246441
1526,601732,145.213900614,-40.8940003324,-55.02375803904933,55.41658521961685,700.0958447313932
1531,600573,145.247959473,-37.4272441416,-33.71929226465467,55.94281412457421,700.1376952749627
1541,601690,145.297202326,-40.8716196796,-47.97212410143107,55.5852972040144,700.1092194493789
1554,600840,145.410543155,-37.5058884831,-35.15096071666869,55.90591277297536,700.1347477277067
1564,601359,145.46409112,-37.3853740981,-1047.3172395117638,83.88534538165631,702.9224317537174
1565,601355,145.464628449,-37.2769092832,-674.6470249488864,63.32639189338047,700.7663132621273
1574,601426,145.50209304,-33.4855986935,-216.53558471720893,53.13464981411982,699.9189130918161
1575,600875,145.50667734,-37.335641489,-60.15584753613874,55.2972388012901,700.086407889631
1579,600876,145.518922042,-37.3556994477,-55.23161514711029,55.41169503109152,700.0954576620096
1608,600004,145.677,-37.5180000001,-46.25314561576163,55.62724866801865,700.1125514423617
1616,600008,145.689525877,-37.5514458009,-44.263976331504,55.67619560037557,700.1164422075025
1619,600006,145.689688965,-37.5353779285,-45.38906747115884,55.64845794103076,700.1142369384976
1622,600005,145.702072439,-37.6104456708,-45.27138286330351,55.65135285898539,700.1144670464931
1623,601109,145.70237057,-37.4269099546,-48.49148868704747,55.57268556873043,700.1082182592066
1629,600007,145.714537105,-37.2489189448,-379.7281387285931,54.09009435329092,699.9920943838636
1635,601108,145.735259007,-37.4646568487,-43.815397096552815,55.68729307715897,700.1173248127925
1657,601730,145.951913667,-43.1395693322,-45.62551923711419,55.64264602898496,700.1137750036539
1667,601411,146.001853105,-34.5688566061,-217.96664379476857,53.12860279121124,699.9184540554037
1694,601540,146.143553188,-34.6446938234,-237.7598725348061,53.07124732054727,699.9141027189826
1695,601115,146.151674768,-36.9812360437,-473.80381695380873,56.08836891913928,700.1493405129861
1753,601868,146.619137916,-41.6480431038,-1062.2681005254972,84.8336420305033,703.036230014442
1801,601761,146.964390782,-43.3352855964,-45.7130522750188,55.64049603614789,700.1136041328639
1807,601740,147.009394217,-43.2979297533,-41.55931685207253,55.74343746132401,700.1217927709182
1855,601424,147.147861858,-33.0896128747,-174.03219905401724,53.430387797834655,699.9414262872193
1926,601720,147.439645335,-42.7313432565,-203.12789624969537,53.20371900190956,699.9241598976236
1930,600787,147.457,-36.5310000004,-61.4887935745466,55.26671803974588,700.083997828578
1954,600788,147.51125,-36.5567899996,-72.54032081998425,55.02129653994608,700.064666274264
1958,600791,147.52704612,-36.5603477299,-76.92983661386317,54.92762137341232,700.0573101414632
1983,601853,147.635402809,-42.3938269535,-262.77494439496,53.069016576805446,699.9139335755427
2013,601891,147.806443816,-41.2689255885,-38.72505317726676,55.81475070214616,700.1274743135729
2023,601483,147.868541004,-31.7351971886,-231.37459050383103,53.084389330476114,699.9150993394481
2028,601674,147.893480986,-43.0729884467,-43.96504862757494,55.683588394819104,700.117030152305
2062,601416,148.248327018,-35.3884765959,-72.08266509335786,55.031188203085655,700.0654437749397
2064,601541,148.269287441,-35.3637997889,-70.20003090294828,55.07212660382344,700.0686630762925
2065,601094,148.273192741,-37.4976545694,-70.63677834309884,55.06259395048163,700.067913237934
2091,102992,-148.963403175,70.277730639,-489.5612720040464,56.518166716485815,700.1839023154935
2095,601487,149.081205619,-32.6350124411,-121.50642767272832,54.10156765566253,699.9929810473533
2099,601428,149.14424,-33.6137200001,-164.95515913832566,53.52245694707984,699.9484604529193
2100,601549,149.182207335,-33.6186024455,-164.1776789889663,53.5308120035871,699.9490993826075
2108,410218,-14.952125815,16.6561271793,-149.84728176987437,53.697999261477904,699.9619054044624
2110,104354,-149.539414761,63.2748173755,-114.75336358239736,54.21183868939242,700.0015123889696
2115,601488,149.756118878,-32.706482134,-95.97377183394238,54.546584375582654,700.0275164304632
2116,601460,149.772997983,-30.3312560095,-179.1152176883831,53.38324869135582,699.9378294774494
2122,601470,149.99003,-30.7734300001,-1090.221536280369,86.62489332699198,703.2546238999589
2130,601459,150.255446203,-30.9646811559,-180.66744110342836,53.369487632677846,699.9367800758398
2136,601479,150.335257972,-31.0355075937,-189.47657025221807,53.29702427854272,699.9312585459428
2141,601462,150.485539408,-30.8851482333,-229.27516164265552,53.08982636044144,699.9155117267667
2159,102991,-150.929197551,70.1685933889,-659.8030895602819,62.67353831607048,700.7076182672884
2162,601376,150.989593423,-32.1103238927,-118.29894144155612,54.15327185706796,699.9969790974711
2172,601473,151.140674056,-31.3431524642,-104.52889620092836,54.38899244757111,700.0152543996608
2184,601443,151.468891711,-28.9851443351,-118.49911387608336,54.15000955077769,699.9967267259964
2188,601442,151.518800399,-28.8017371669,-135.68962874608937,53.88757836942455,699.9764746013116
2208,104344,-152.95299178,60.1039248812,-93.97124960737192,54.5846958039522,700.0304871280748
2219,410217,-15.5193395179,16.5188559399,-159.01227600060722,53.58819466843012,699.9534902410169
2226,410216,-15.6974918947,16.4528806785,-154.4466797426757,53.6416196537398,699.9575824661351
2254,500001,161.302905029,68.7583983352,-535.7223174875337,57.92331269850983,700.2987248644175
2258,410206,-1.61858357878,5.10924742989,-98.93234245942016,54.49112545261974,700.0231972198158
2261,102988,-162.860085905,61.9117367947,-107.3504412530324,54.338883393205535,700.0113628657612
2264,410215,-16.2977464183,16.1602057312,-166.08947513761998,53.510399760687136,699.9475385879347
2270,410214,-16.4061270693,15.9982778438,-174.68300135352308,53.4241749785874,699.9409520558878
2291,601595,168.714850563,-44.9899404173,-113.7324506974132,54.22897681388103,700.0028398649824
2296,601618,169.301876624,-43.9437063668,-60.90653480856083,55.280025903987365,700.0850485167538
2297,601596,169.4100702,-45.6643663891,-171.0921524125448,53.45910295348634,699.9436188589416
2314,601616,171.297768104,-42.4521891704,-55.98579782387471,55.39399158322234,700.0940566783024
2319,601615,171.696671203,-41.831122507,-58.93437679526877,55.32538001001354,700.0886312217992
2320,601617,171.786018636,-42.3561755364,-53.69099852545156,55.44805363336143,700.0983363388947
2339,601651,174.260996576,-39.281381882,-102.40941735173794,54.42724326801826,700.0182274073411
2350,601664,175.193115143,-41.0522311655,-51.87052788132222,55.49135309254372,700.101767003056
2363,601654,175.803542497,-39.8104713778,-148.8973587013134,53.709962747202944,699.962823292113
2367,300089,-1.76041099751,41.5730760769,-86.4969498442697,54.73101780779452,700.0419117474588
2371,601628,176.331266439,-39.3771250779,-69.52027853303973,55.08700576941296,700.0698337290354
2372,301054,17.6475429773,67.3648417919,-119.60978627599728,54.131994335348814,699.9953333440747
2383,601612,177.560992001,-38.4147480933,-1220.5267836066405,95.25131699583508,704.3692265298088
2402,301082,18.2894768414,67.9241245702,-71.02308540025885,55.05418007875788,700.067251510099
2720,311422,2.97407839122,42.7146624344,-164.32679865403472,53.529203789749225,699.9489763912254
2748,410219,31.2065638482,-1.19385461563,-144.35009477375036,53.768742225305466,699.9673360473696
2764,410205,32.4645021683,15.5017532528,-167.75334864425005,53.49299842399597,699.9462084854446
2793,200489,-35.014481634,-8.25224761465,-93.376161133533,54.596110466143415,700.0313772758984
2796,200479,-35.039166667,-7.99861111066,-114.23821382384514,54.22047122218157,700.0021809911133
2797,200464,-35.0474999997,-7.12999999979,-114.28314118432472,54.21971711760119,700.0021225804053
2798,200488,-35.0639719931,-8.28290717818,-84.78547779698738,54.76542319834934,700.0446024867659
2799,200467,-35.0645736721,-7.61483413591,-98.4239938517989,54.50058248506954,700.0239334365446
2800,200470,-35.0686111114,-7.54277777795,-103.71358831160502,54.403644666193614,700.0163929835682
2801,200478,-35.0768849421,-7.98055555617,-88.48084574589896,54.69155500096705,700.038827552575
2803,200481,-35.099714784,-8.11922467064,-117.35099163424564,54.168785254998696,699.9981794181768
2804,200469,-35.1182427486,-7.5602977594,-250.53330077501155,53.06030062961201,699.9132727671798
2805,200493,-35.1397978893,-8.36872808329,-90.5928929868886,54.65003860592127,700.0355852471992
2806,200463,-35.1475,-7.17277777833,-129.2592882378133,53.98162763074978,699.9837212495908
2807,200487,-35.1566666667,-8.28222222213,-111.78583678314811,54.261994064272905,700.0053984738912
2808,200457,-35.1651946744,-6.84752599542,-104.06546249497632,54.39731150345086,700.0159008133768
2809,200475,-35.1733333331,-7.89416666702,-117.09475521966696,54.17299681244948,699.9985053386911
2810,200507,-35.2025756665,-8.79831552383,-95.18129892812031,54.56161117941554,700.0286874887727
2811,200476,-35.2066666669,-7.97194444446,-129.97098232806542,53.97097557088777,699.9828998602989
2812,200454,-35.220412948,-6.44756768633,-125.39015945115293,54.04059248499309,699.9882709937996
2814,200466,-35.2305302088,-7.7525368443,-129.34384658329776,53.980358870353925,699.9836234059566
2815,200462,-35.2314868699,-7.14786342927,-713.7961810942464,65.12489955035264,700.931128167528
2816,200486,-35.256157026,-8.26389522761,-104.38501040586804,54.39157265094524,700.0154548781069
2817,200485,-35.2647222217,-8.24249999984,-102.98371468739326,54.41682714483218,700.0174176184979
2819,200483,-35.2848797063,-8.22302371223,-94.90492033910591,54.5668688919727,700.0290973048432
2820,200477,-35.2853149674,-8.11417956222,-294.9789978608964,53.18159311360844,699.9224783780425
2821,200484,-35.2857130394,-8.22191259714,-134.512566832037,53.90442438677148,699.9777716908081
2822,200482,-35.2857130394,-8.22357927028,-153.2544709929792,53.65598751099449,699.9586837010738
2823,200468,-35.2898188307,-7.51823825192,-130.6627780753817,53.96067920539315,699.9821060520528
2824,200497,-35.3061259871,-8.63537120635,-83.61154783694387,54.789215761679145,700.0464642125833
2825,200451,-35.3145113848,-6.06305555551,-130.38071200140877,53.964870454656165,699.9824291622953
2826,200452,-35.3358110196,-6.31465387433,-134.761954810936,53.90084131955581,699.9774957723397
2828,200492,-35.3688578493,-8.28180239209,-158.79436075559,53.5906870043168,699.9536810577929
2829,200461,-35.3727777776,-7.33444444371,-133.1195144603636,53.92457582637287,699.9793238166498
2830,200447,-35.3870721758,-5.46452305399,-105.96209043155616,54.36342367419687,700.0132682502098
2832,200495,-35.401388889,-8.46750000046,-111.8886591581028,54.26023892886029,700.0052624240599
2833,200456,-35.401809275,-6.86032872148,-131.29040647246222,53.95138726381696,699.9813898100792
2834,200508,-35.4065240594,-9.05116849975,-144.4683875312607,53.76718151530604,699.9672161614856
2835,200448,-35.414258497,-5.62271372708,-121.33541803237613,54.104293608929,699.9931917380918
2836,200506,-35.4465166197,-8.83955086024,-74.84799075955674,54.97177836390663,700.0607761539353
2837,200474,-35.4516592281,-7.88102181993,-152.45548787044197,53.66571294107605,699.9594292801789
2838,200494,-35.4521404062,-8.38027777824,-191.48711020377252,53.28183076174849,699.9301017830877
2839,200455,-35.4683407715,-7.02701518127,-131.46711638795875,53.94877958093578,699.9811888265515
2840,200504,-35.4897222223,-8.74777777765,-118.68305409496746,54.14701595838354,699.996495155481
2841,200496,-35.497777778,-8.49722222192,-209.93080667781288,53.165872511795705,699.9212840689305
2842,200453,-35.5270349874,-6.6055629854,-698.5463407596328,64.41146306393057,700.8652013524397
2843,200450,-35.5306237837,-5.83133391134,-144.1849038335315,53.77092451506105,699.9675036856813
2844,200509,-35.5396565694,-9.12943876923,-84.71547552564229,54.76683755912244,700.0447131355162
2845,200510,-35.5397222224,-9.15916666669,-88.16172209995058,54.697872465975095,700.0393211420799
2848,200503,-35.5769444435,-8.68128918115,-100.29284037096632,54.46596280650048,700.021238961504
2849,200449,-35.594879706,-5.86851531842,-703.4735436701803,64.6402156534717,700.8862613666267
2850,200491,-35.6041666668,-8.21064661521,-149.19510498312837,53.70620113472123,699.9625346638798
2851,200473,-35.6338814512,-7.93964994978,-121.79201391044978,54.09702302799268,699.9926298135225
2853,200502,-35.7233333326,-8.67861111093,-120.54523279658667,54.11693436644188,699.994168888557
2854,200505,-35.7604352607,-8.91010087108,-254.1540460030965,53.06092080331938,699.9133197827114
