,Sample_ID,Sample_Longitude,Sample_Latitude,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,mean.error,predict.error
318,102445,-109.864594151,37.1479224398,105.14220806001876,61.11598045702621,701.3445830948285
321,103325,-110.106135376,31.4397651895,80.95385899902278,60.3071058504809,701.2745597733434
322,103326,-110.134686082,31.5492367015,-290.08547201011515,53.19963700462536,700.6991241229429
323,102441,-110.147927741,38.9854226588,-382.7711658447004,53.23342005192921,700.7016898649957
325,102459,-110.17263302,31.626794209,102.2211880362222,61.016439445130445,701.3359159859108
338,102484,-110.852332001,40.9648982986,-65.40859798692384,56.22967571869736,700.9356872072254
340,102466,-110.9229274,33.6187552268,94.68832426289536,60.76207845657298,701.3138322802411
341,102485,-110.960481774,41.2768199074,-484.98484142614745,54.155655354698986,700.7723568864088
342,102488,-110.972849004,41.9357739169,-528.2311127959964,54.81568115428304,700.8236725950711
343,102489,-110.973254666,42.1266084277,100.50754513080676,60.95827805129077,701.3308583202466
345,104052,-111.006172182,41.3186141609,-547.6016457303463,55.16124572762244,700.8507859733472
346,102487,-111.014758272,41.5061974594,-152.85785731469517,54.54767718283375,700.8027613068302
347,102486,-111.018441467,41.4345554935,-1720.3530295075236,109.61641840762186,707.2233171734019
348,102463,-111.039593956,31.6145882639,-174.72522520093992,54.224208062847566,700.7776579695434
350,102490,-111.056261684,42.1979229706,-168.72983941365766,54.30890454291152,700.7842166329708
351,104111,-111.072754133,42.2106694917,-368.4423538340228,53.17784199905963,700.6974697035179
352,104085,-111.076612517,41.7768510398,-1371.4843124051577,89.30155393105585,704.3605814522393
355,104073,-111.139178292,41.6691729049,-357.4345530433674,53.14762929447375,700.6951774265741
356,102491,-111.168646429,42.1942116953,-21.71193534313,57.29074444777347,701.0216049228551
361,102492,-111.318284719,42.1221644823,-758.7652244218978,60.74025741395188,701.3119420343193
362,102493,-111.347811257,42.214720134,-810.6188662184735,62.555980350825855,701.4715331693
363,102494,-111.356261778,42.4020896345,-125.68711117005182,55.00477487610312,700.8384881186292
368,102447,-111.411016453,35.8778676467,-85.83539332075401,55.78278922462042,700.8999791289152
375,110155,-111.522932882,58.3819217617,-460.2775743008603,53.84938594084233,700.7487549296404
377,102467,-111.573165691,33.5521596723,257.5581495403005,66.95150048016828,701.8771720078815
379,102446,-111.581261144,36.8645889613,367.42940603243886,71.82454115103673,702.3587586702342
448,102465,-112.16908913,33.2314138527,-94.66001985231382,55.5996970198294,700.8854310641163
450,103335,-112.256236704,33.3854441485,-915.3262751375884,66.65993249531856,701.8494195833717
452,102510,-112.393838404,39.4811790808,111.78323838137092,61.3441591566739,701.364503686831
453,102830,-112.394094776,42.7564040208,-698.9475871187842,58.84728261469608,701.1505286601225
454,102831,-112.468762275,42.8727030214,-146.89417411739402,54.64281000939817,700.8101724825051
456,102826,-112.476835093,43.1313433598,-587.1020897654771,55.958547424953466,700.9139891592592
457,102827,-112.518762131,43.1229229472,-688.1192024168201,58.5292585714487,701.123908648221
458,102832,-112.547624312,42.9437605553,-637.4045365882195,57.14666515907773,701.0098448010834
460,102477,-112.727094404,33.3520884307,-1800.7104417393118,114.50395913338458,707.9973289684468
461,102478,-112.76876107,33.2270884114,-144.18860015385823,54.68693827660033,700.8136145847226
466,410004,11.2895247222,3.43535075239,83.914540503662,60.40421206652613,701.2829172342738
476,102836,-113.500290036,42.6727839289,-374.01963489635017,53.19729249983112,700.6989461234746
485,102448,-113.922928274,36.8937554797,105.04831515963836,61.112772980688206,701.3443035988988
492,102454,-114.027094723,34.2645884822,-47.837987596406045,56.6393882418585,700.9686736721175
499,102449,-114.298051936,36.6725702364,-106.97432312739964,55.35441162028846,700.866015765541
505,102450,-114.418786197,36.5229554071,-167.4403944503523,54.327515788914354,700.7856592004649
506,102479,-114.419727233,32.7604671378,-242.2329983436569,53.48307992403856,700.7207011409014
509,102455,-114.46876137,32.8832158339,-179.37924854406253,54.16055328387296,700.7727354151633
514,102480,-114.54002434,32.7187927953,-542.1750947897618,55.06137721300205,700.8429327815384
520,102512,-114.689595343,39.2020890247,-167.30940007492424,54.329414316117465,700.7858063839248
522,102481,-114.718761406,32.7187549123,855.7066338296901,97.76484378361587,705.4835404524121
523,102452,-114.739652747,36.01453092,627.0499303647238,84.93846376957542,703.8207185049122
526,410001,11.4847156654,3.31858991073,-158.72091527571433,54.45702597917303,700.7957112081464
530,102451,-114.91028175,36.1188669246,-499.58343736012057,54.36100057953546,700.7882558613861
533,410002,11.5020282958,3.5104069246,9.751998470679313,58.13989999162654,701.0915126716851
534,103087,-115.043761746,36.1437553197,713.1905380457047,89.65924060175763,704.406019703494
542,102515,-115.397928224,33.1104215957,-1212.1643458031022,80.72012698125755,703.3241074135776
544,102516,-115.502094879,32.6645881998,-582.1869722837805,55.85269547835793,700.9055462481615
562,110068,-115.969147248,50.9479251026,-1151.1457351717115,77.59576799975049,702.9723781064989
584,110052,-116.439598099,51.4229232259,-449.9652748261549,53.73707747886984,700.740133476887
605,102899,-117.036291124,46.7310043947,-712.9468246422489,59.269897992864415,701.186125060472
622,102513,-117.243762442,38.8895888029,-638.5394628349309,57.17562312887343,701.0122060630688
624,102517,-117.318762014,34.5729216677,-155.7986468156529,54.50185099587958,700.7991958694105
654,110060,-117.60209767,49.018756278,-199.9335164230765,53.9014682096207,700.7527591414736
656,103357,-117.614524166,33.947860708,-758.0379352179411,60.715907237248416,701.309833497918
668,110059,-117.702098291,51.2145897347,-126.20685424357356,54.995465791867645,700.8377575636888
670,110061,-117.714597732,49.1729229417,-223.09984043587508,53.65302228388989,700.7336926175528
673,102709,-117.772931012,48.92292292,-243.5122716521089,53.472863339767486,700.7199214258068
680,102545,-117.835560537,41.9684397276,173.94341252217018,63.60079450270218,701.5654796457778
683,410003,11.79380547,3.29845975306,-402.1155401273225,53.33750988014462,700.70960542114
688,102514,-118.202157745,37.8314509863,-897.8345065924362,65.93692519124049,701.7811192052052
690,102569,-118.206262104,33.7979215286,985.9334541636664,105.43081853523132,706.5866674840703
695,102530,-118.306262835,40.4645888722,241.4688877134114,66.28080613728879,701.8135125739916
701,102527,-118.602119047,39.4774492935,-239.8350428914573,53.502618590725824,700.7221927164146
703,102528,-118.722929451,39.5588113623,-119.72673669022392,55.11309064229553,700.8469975175617
707,110084,-118.77709789,49.0062561479,-606.5045619174319,56.39442569586129,700.948922831615
711,102526,-118.993001503,39.4943576249,-262.47234078198005,53.33838426840308,700.7096719794863
715,110087,-119.018918482,49.0022443286,-1019.3909181147188,71.23391952501099,702.298606335034
720,102519,-119.096413596,39.1520886896,-124.98802555938592,55.01733062423766,700.8394736587346
726,102525,-119.25602611,39.2937629243,-184.9222887031228,54.08713505410401,700.7670649706622
730,102524,-119.310723414,39.289804197,-159.31188997767296,54.448047454914025,700.7950135673682
732,102542,-119.322726153,39.7358830519,-194.20153048429185,53.97008824832207,700.7580406921971
734,102543,-119.339596251,39.7772046973,-154.6670310892118,54.51939986531863,700.8005608808471
736,102544,-119.36046151,39.8313204488,-251.3195267571382,53.41363966817906,700.7154044773366
741,102541,-119.485429581,39.5645886967,-239.5006312929652,53.50538357724999,700.7224038383416
743,102540,-119.551858893,39.556120724,-39.73868096913061,56.83598319639436,700.984586246471
744,102584,-119.560236008,37.731301737,90.60835917359717,60.62573026314204,701.3020321795557
745,103422,-119.560252212,37.7353400994,140.2353227949935,62.35050876154953,701.4532394337198
747,110081,-119.568764729,49.1145893999,-10.47488156638346,57.58603222640739,701.0457989866399
749,102523,-119.589536741,39.2314405202,-124.05278223686064,55.03418961628729,700.8407973255815
751,110082,-119.606314824,49.4810260832,-1061.6851327350996,73.21307111033326,702.5021102819849
764,102757,-119.83116917,46.831255896,-3.994156955718381,57.760390369289006,701.06014283002
768,102741,-119.896551189,46.9312558973,-282.59099181109343,53.23057153050553,700.7014734640563
771,410210,-11.9978107056,13.6684454691,56.19334643204751,59.51631584955457,701.2069972708055
835,102589,-121.014499195,37.4147918659,-686.8518631008459,58.49254980799898,701.1208451845349
843,102687,-121.164774392,48.7313824702,-1164.9197439303864,78.29210657244701,703.0495822634324
871,102572,-121.672929591,36.631254939,-258.5429704883975,53.36364125262492,700.7115950068004
888,104194,-122.00259398,45.018739029,693.6976847109639,88.57799888437653,704.2692120599878
920,104165,-122.331747331,44.1887429703,-212.9502571078338,53.756148079163225,700.741596186172
938,103955,-122.469105897,40.630867227,-424.22129772263503,53.497096152844925,700.7217710803784
1019,102638,-123.326893764,47.5143843585,-213.515042013748,53.75017440669056,700.7411379518011
1021,102931,-123.372931223,45.6437554577,-381.19269105964,53.226398101007575,700.7011564312152
1027,500002,123.54467898,66.8054046416,-631.665722199095,57.00166374046335,700.998039111677
1030,102635,-123.6229317,47.5979222014,-146.91304796326244,54.64250429483101,700.810148645727
1050,102636,-124.31471178,47.5393028916,57.77546798998688,59.56568987921258,701.2111897139278
1070,410007,12.5359715964,3.89785788066,-152.91859330383315,54.54672347390853,700.8026870745962
1133,110006,-129.972935417,55.9604216253,-335.6891442115015,53.11989874510084,700.6930746139319
1165,110005,-131.672070062,56.7356235315,-301.233687240422,53.16291718101729,700.6963371764056
1167,110004,-131.764391158,56.8291644892,-175.0020833848361,54.22037013002039,700.7773610115211
1172,102951,-132.128270883,56.7064317341,-579.4640391577141,55.794857438469805,700.90093970961
1189,110133,-133.627718273,64.7497033406,-508.2763373897898,54.49177501879826,700.7984123226413
1215,110124,-135.701730039,63.9142560554,21.313002062067355,58.469115224473065,701.1188904917396
1224,110117,-136.592004025,62.8115633902,-171.38266740663244,54.27105461921887,700.781284381024
1237,110098,-137.982474823,60.1194985125,56.23085428639081,59.51748452648335,701.2070964655132
1238,110130,-138.264492792,65.3639127864,-593.0301179138545,56.08868232407239,700.9243906828225
1239,110132,-138.313230853,65.3641283344,-290.6998084636697,53.197323896961024,700.6989485071556
1246,300306,13.8946149708,56.5736382171,-209.44013372980487,53.79389390159486,700.7444928005723
1249,110127,-139.761918674,67.5365632521,-291.66170623814594,53.19376995841307,700.6986786997845
1259,110002,-141.143489842,64.7923429321,-69.62420651494642,56.13483527666359,700.9280853987615
1260,600679,141.156675097,-34.156294747,-212.0430966716077,53.7658008956244,700.742336750951
1266,600686,141.210655642,-34.1022101175,-138.9316900511678,54.77440106335096,700.8204450364475
1281,600424,141.856778552,-37.1565216092,42.91407537756589,59.108244710742845,701.1724793244673
1283,601499,141.902417509,-34.1103309962,-299.0688898407936,53.16917676793935,700.6968121287665
1289,601431,142.086129464,-34.1682090409,149.18539061457588,62.676476874905326,701.4822891012188
1292,601590,142.22314051,-32.5225868518,-181.04835447678096,54.13817125711114,700.771005932965
1295,600852,142.243756954,-34.3062708634,330.9666765977671,70.1538396918153,702.189876310347
1296,601497,142.268654074,-33.7436911848,-228.4504898309242,53.60226881660997,700.7298084080079
1301,601500,142.377687917,-32.4354939026,-189.2328428465568,54.03184811647409,700.762799940263
1303,600854,142.410610963,-34.5600558404,96.22660458498052,60.81374593931047,701.3183106581536
1306,600399,142.543992091,-37.1770079089,-403.2714443436397,53.34478322231771,700.7101591002312
1315,601430,142.760555636,-34.5980732725,-135.17354431979277,54.83831662415235,700.8254434161234
1316,601432,142.760645636,-34.5981932725,-140.19709609354902,54.75314028868678,700.8187836671532
1319,601223,142.868865562,-35.4437016575,-871.823154012532,64.8884888498305,701.6833881135067
1325,601050,142.99,-38.4480000001,-1221.9317188309683,81.22940257206506,703.3827386362634
1331,600851,143.344228222,-34.8478570562,-479.7753574776111,54.08674222937528,700.7670346514755
1333,601498,143.38042,-31.5598600001,209.4587631106641,64.98239860732845,701.6920786912141
1337,601419,143.493552014,-34.664438949,-316.2957257120117,53.13099890217647,700.6939162099087
1340,601538,143.53518,-34.6437600003,-191.76890658927925,54.00006152592492,700.7603497730441
1341,600862,143.564,-35.3279999999,-305.7884516402331,53.15111857709973,700.6954420968016
1344,601396,143.581393198,-35.0440655914,-1220.8338610408905,81.1720393237797,703.376116410855
1346,601525,143.606192668,-34.6393944239,-532.3088535538159,54.88589655591594,700.829168064502
1347,601400,143.62213,-34.99015,-1112.7212974845072,75.68261621017876,702.7637722347763
1351,601528,143.702536149,-34.5518764387,-1564.5254047399917,100.3355792226924,705.8443806018354
1352,600118,143.709602488,-38.422796802,-499.6379000516731,54.361800234610286,700.78831789206
1354,601533,143.785296531,-34.3772294432,-297.18243824364714,53.17497386099214,700.6972520385337
1379,601543,144.060708116,-35.0892593932,-1691.284010359141,107.86419008102988,706.9538490390104
1391,600833,144.285206568,-36.1606197048,-354.40387372466284,53.14121856699376,700.6946912029663
1392,601534,144.302511848,-34.4770234885,-500.95749931115097,54.38125137887547,700.7898270314487
1399,601263,144.427346083,-37.6809999996,-109.3692756464592,55.30810071379748,700.8623596497409
1403,601420,144.447727694,-35.0438613014,-504.4878305599053,54.43400553039692,700.7939227243047
1405,601494,144.456583813,-29.2397662642,-431.4141325159385,53.55831021811832,700.7264471694041
1419,601199,144.581119286,-37.7272628574,-34.3736954810025,56.968860001868,700.9953724377557
1427,601890,144.690072557,-41.1314085691,-308.6191088076763,53.14472342859739,700.6949570230526
1429,601532,144.714786394,-34.5227476663,-1326.1147696094745,86.80211561333269,704.0480583342203
1431,102954,-144.741003728,60.6630252924,208.82885853466047,64.95734305516227,701.6897587866174
1434,601987,144.752117789,-40.7771718168,161.64346456324114,63.13748770441083,701.5236300530867
1443,600468,144.852319437,-36.1019102939,-308.5060674553082,53.14496503812696,700.6949753481462
1445,601881,144.877054847,-40.9144751111,152.99540432979586,62.81657388201866,701.494820453801
1447,601883,144.910632908,-40.985268326,209.954054513424,65.00211336168442,701.6939047125323
1448,601880,144.914543625,-40.8561483413,-22.750458528768235,57.26390845852267,701.0194122712876
1450,601765,144.922642892,-40.8558880763,217.20299992803976,65.29202347852333,701.7208201978586
1451,601882,144.931156143,-40.7852936044,-240.9673296583013,53.49332962129957,700.7214835319439
1452,601767,144.943592622,-40.9067785395,146.5788271611715,62.58108867127312,701.4737727303261
1453,601878,144.951647422,-41.0315939758,169.66755069390825,63.43882714089162,701.5508149508823
1456,600141,144.961,-35.9689999999,-214.02039070260943,53.74485283257822,700.7407297818722
1457,601394,144.968671557,-35.5311649527,-352.1000204984476,53.13689666521264,700.6943634398988
1458,601766,144.968884101,-40.9227860758,148.49754683065197,62.6512688033021,701.4800372440394
1460,601764,144.980630092,-40.9020862071,119.53750030904035,61.6138410497062,701.3881425987565
1464,601879,144.990322077,-41.0522298155,193.30268616959177,64.3459810395572,701.6334274000765
1466,600142,145.01,-36.0139999997,-108.25771847276276,55.32953805686387,700.864051689642
1467,601948,145.018421886,-41.0601908992,199.39921698043585,64.5846054638208,701.655351602304
1468,601950,145.018578891,-41.0437679648,183.064924362614,63.949501516795245,701.5971778117997
1474,601746,145.042512264,-40.9774658373,204.8198864515561,64.79833700114554,701.6750570223722
1475,601949,145.048143888,-41.0685365679,210.0782069153712,65.00705705360764,701.6943626936206
1482,601403,145.062835632,-35.402066992,-392.2762703793342,53.28040298511894,700.7052607990695
1483,601777,145.064181228,-40.877087967,-1205.1535789682814,80.35608537733657,703.2824195345744
1485,601743,145.064501723,-40.9558133616,152.6300435028748,62.80310502504078,701.493614489841
1486,601748,145.066654543,-41.0058004897,-114.85039408741008,55.20383283548527,700.8541391252273
1487,601402,145.069033393,-35.631140274,-454.6390205127195,53.78683791486736,700.743951170551
1488,601753,145.072799618,-40.9519609492,-128.0657892940905,54.9623495968618,700.8351596791096
1493,601744,145.097298477,-40.9060589804,-1194.338273500152,79.79699702230927,703.2187582132702
1494,601757,145.0975329,-40.9653211893,-230.50044773279808,53.58348685027016,700.7283719332823
1495,601742,145.101433186,-40.852401809,-1057.4732111587557,73.01313806400675,702.4813018858147
1499,601778,145.106330668,-40.8810098374,-1204.930303613383,80.34451243247474,703.2810973197328
1500,601763,145.109224055,-41.0137088193,30.144365327378207,58.726674765542285,701.140416391933
1502,601755,145.110416204,-40.9686532116,-54.30988497161282,56.485787548208805,700.9562792101777
1503,601747,145.11453992,-40.8816099244,-1116.2500293234548,75.85645030385845,702.7825141691683
1504,601722,145.118382497,-40.8560462343,-1363.9352664707328,88.88288155457616,704.3076229906079
1505,600452,145.118697523,-36.1771951662,9.369507811672406,58.12916371600378,701.0906224187835
1506,601745,145.122833265,-41.0146207964,158.18965991066472,63.00883991488892,701.5120633864078
1507,601835,145.131468406,-41.0050641686,-34.40464889329354,56.96808733913167,700.9953096450178
1510,601754,145.138699493,-40.9813081187,-229.6585461790894,53.59115596660523,700.7289584190682
1511,601756,145.143416314,-40.9818375727,-127.24861018588282,54.97687282801117,700.8362987996431
1514,601731,145.159967086,-40.8476977486,-189.6189406180661,54.02697337697468,700.7624240935808
1516,601544,145.181706337,-35.2938239061,-471.779456112106,53.98546543553852,700.7592251604876
1517,601889,145.184760002,-40.9016127501,-475.5442125462866,54.03247035426677,700.7628479177674
1523,600139,145.206451245,-36.0564634852,-451.63964875241857,53.75468656659573,700.7414840703441
1526,601732,145.213900614,-40.8940003324,-260.5165500063486,53.35078444411176,700.7106159963879
1527,600147,145.214390043,-36.0689877602,-293.2044849543677,53.18824269341544,700.6982591173244
1531,600573,145.247959473,-37.4272441416,-162.57554320639554,54.39898876327114,700.7912036746051
1532,600144,145.257426764,-36.0639641018,-372.8549579011921,53.19300078927193,700.6986203084768
1541,601690,145.297202326,-40.8716196796,164.06959686383198,63.228238471814656,701.5318034911063
1554,600840,145.410543155,-37.5058884831,-84.10108393587687,55.8194846730616,700.90290057782
1564,601359,145.46409112,-37.3853740981,-793.9694722135656,61.95620789758891,701.4183009205595
1565,601355,145.464628449,-37.2769092832,-311.744022105542,53.13849831191457,700.6944849020011
1574,601426,145.50209304,-33.4855986935,-903.437357323102,66.16697201352183,701.8027709796204
1575,600875,145.50667734,-37.335641489,-149.5346613661713,54.600325850797326,700.806861233713
1579,600876,145.518922042,-37.3556994477,-32.62210094116725,57.01269712987842,700.9989363781222
1608,600004,145.677,-37.5180000001,-249.21693330488552,53.42906012974428,700.7165801060962
1616,600008,145.689525877,-37.5514458009,-244.2352210308102,53.467153429943465,700.7194857181698
1619,600006,145.689688965,-37.5353779285,-247.7061082110469,53.44038156769526,700.7174434473116
1622,600005,145.702072439,-37.6104456708,-261.4747438464763,53.34466687025013,700.7101502424047
1623,601109,145.70237057,-37.4269099546,-51.0162650671633,56.563567151434064,700.96255128083
1629,600007,145.714537105,-37.2489189448,-175.8040468451617,54.209289501415455,700.7765037709838
1635,601108,145.735259007,-37.4646568487,-443.7880938485247,53.67421944301537,700.7353159375174
1657,601730,145.951913667,-43.1395693322,56.82183985622535,59.5359104268963,701.2086606706985
1667,601411,146.001853105,-34.5688566061,-303.4251380873367,53.15700831470203,700.6958888863304
1694,601540,146.143553188,-34.6446938234,-165.60981221582202,54.35417735120458,700.7877266082515
1695,601115,146.151674768,-36.9812360437,-782.8077984725039,61.56288415508568,701.3836680980874
1710,601417,146.256355122,-34.6185836462,-124.41096208668992,55.02772460033689,700.8402896836953
1712,601524,146.28209,-35.3473499995,-568.6441463897468,55.57072873001888,700.883133668389
1753,601868,146.619137916,-41.6480431038,-1118.3791391519594,75.96152152759117,702.7938630366817
1801,601761,146.964390782,-43.3352855964,0.5529274855551023,57.88447926956307,701.0703774297868
1807,601740,147.009394217,-43.2979297533,-173.98407456651955,54.23451408626573,700.7784554960352
1838,601824,147.109910417,-42.6314989642,-387.7209397946443,53.25688128347578,700.7034726425135
1855,601424,147.147861858,-33.0896128747,-14.894402671999728,57.46882583621582,701.0361810293593
1856,601823,147.148393863,-42.4099067009,-918.2366588137826,66.7815928405348,701.8609850330436
1861,601821,147.160623626,-42.4642782994,-274.52606055947024,53.26946201086808,700.7044289514395
1865,601817,147.172622549,-42.3643790771,-939.38118224889,67.67684789683052,701.9467336703591
1869,601818,147.182018849,-42.6836395465,-784.992043721821,61.63929270356893,701.3903788720171
1873,601816,147.193574333,-42.6938736404,-765.9095301535518,60.98113772620268,701.3328456072891
1875,601815,147.214368528,-42.3350349167,-221.3129651022386,53.67052800161131,700.735033193865
1878,601762,147.223433309,-42.3179349843,-128.27527843389925,54.95863519293942,700.8348683901979
1884,601820,147.26454204,-42.6855232577,-110.10116651219708,55.294039251061854,700.8612501386656
1886,601684,147.271710806,-42.677615687,-161.73508475186594,54.41153730939755,700.7921778684514
1888,601975,147.273216893,-42.6932560413,-181.33152362989583,54.134397524646864,700.7707144027866
1894,601974,147.322421201,-42.68919166,-220.3072902762841,53.68050275708856,700.7357972484987
1922,601910,147.435430476,-42.7398668512,-217.60764506919185,53.70771437619983,700.7378823445688
1924,601718,147.435940504,-42.6883579479,-173.52543703943638,54.24091486838372,700.7789508932148
1926,601720,147.439645335,-42.7313432565,-852.1048500170939,64.11584410860875,701.612359237631
1929,601717,147.456353774,-42.6642034519,-198.9016590447408,53.91361280579834,700.7536934009045
1930,600787,147.457,-36.5310000004,-210.6699824168403,53.7805474115765,700.7434683599442
1934,601812,147.463451439,-42.6941115474,-954.996710030036,68.35051983846321,702.0120046918169
1954,600788,147.51125,-36.5567899996,-56.23955833453756,56.44059419779395,700.9526388013924
1958,600791,147.52704612,-36.5603477299,-42.650242823339305,56.76475413151663,700.978814573484
1983,601853,147.635402809,-42.3938269535,-1382.9434544845603,89.9391358308177,704.441700443145
1988,601851,147.68138525,-42.3978290519,-974.59101299872,69.21035236543587,702.0962427215967
1999,601855,147.714444133,-42.3559912314,-826.8159749174806,63.15409714601058,701.5251251064092
2013,601891,147.806443816,-41.2689255885,-269.9155369562834,53.29429867361432,700.7063175399147
2023,601483,147.868541004,-31.7351971886,-247.1849043397804,53.44433396379125,700.7177448888165
2028,601674,147.893480986,-43.0729884467,-299.91404136912865,53.16668301431309,700.6966229060762
2062,601416,148.248327018,-35.3884765959,-3.9210366310643394,57.76237440096197,701.0603062973058
2064,601541,148.269287441,-35.3637997889,1.6004111639454095,57.9132686401362,701.0727550360376
